surveyDatetime,log_beach_EColi,beach_EColiValue,beach_WaterTemp,beach_AirTemp,beach_LakeshoreCurrVel,beach_PeopleInWater,beach_PeopleOnBeach,beach_WaveHeightManual,NWIS_Manitowoc_Discharge_Diff_6,Sheboygan_Discharge_Diff_6,WaterTemperature_Mean_2,WaterTemperature_Mean_6,WaterTemperature_Mean_12,WaterTemperature_Mean_24,WaterTemperature_Mean_48,WaterTemperature_Mean_72,WaterTemperature_Mean_120,WaterTemperature_StDev_6,WaterTemperature_StDev_12,WaterTemperature_StDev_24,WaterTemperature_StDev_48,WaterTemperature_StDev_72,WaterTemperature_StDev_120,CloudCover_Mean_1,CloudCover_Mean_2,CloudCover_Mean_6,CloudCover_Mean_12,CloudCover_Mean_24,CloudCover_Mean_48,HeightAboveSeaLevel_Mean_1,HeightAboveSeaLevel_Mean_24,HeightAboveSeaLevel_Max_1,HeightAboveSeaLevel_Max_24,HeightAboveSeaLevel_Min_1,HeightAboveSeaLevel_Min_24,HeightAboveSeaLevel_Diff_24,CurrentDepthAveraged_Mean_1_perp,CurrentDepthAveraged_Mean_2_perp,CurrentDepthAveraged_Mean_6_perp,CurrentDepthAveraged_Mean_12_perp,CurrentDepthAveraged_Mean_24_perp,CurrentDepthAveraged_Mean_48_perp,CurrentDepthAveraged_Mean_72_perp,CurrentDepthAveraged_Mean_120_perp,CurrentDepthAveraged_Mean_1_par,CurrentDepthAveraged_Mean_2_par,CurrentDepthAveraged_Mean_6_par,CurrentDepthAveraged_Mean_12_par,CurrentDepthAveraged_Mean_24_par,CurrentDepthAveraged_Mean_48_par,CurrentDepthAveraged_Mean_72_par,CurrentDepthAveraged_Mean_120_par,CurrentSurface_Mean_1_perp,CurrentSurface_Mean_2_perp,CurrentSurface_Mean_6_perp,CurrentSurface_Mean_12_perp,CurrentSurface_Mean_24_perp,CurrentSurface_Mean_48_perp,CurrentSurface_Mean_72_perp,CurrentSurface_Mean_120_perp,CurrentSurface_Mean_1_par,CurrentSurface_Mean_2_par,CurrentSurface_Mean_6_par,CurrentSurface_Mean_12_par,CurrentSurface_Mean_24_par,CurrentSurface_Mean_48_par,CurrentSurface_Mean_72_par,CurrentSurface_Mean_120_par,WaveHeight_Mean_1,WaveHeight_Mean_2,WaveHeight_Mean_6,WaveHeight_Mean_12,WaveHeight_Mean_24,WaveHeightDirection_Mean_1_perp,WaveHeightDirection_Mean_2_perp,WaveHeightDirection_Mean_6_perp,WaveHeightDirection_Mean_12_perp,WaveHeightDirection_Mean_24_perp,WaveHeightDirection_Mean_1_par,WaveHeightDirection_Mean_2_par,WaveHeightDirection_Mean_6_par,WaveHeightDirection_Mean_12_par,WaveHeightDirection_Mean_24_par,WaveDirection_Mean_1_perp,WaveDirection_Mean_2_perp,WaveDirection_Mean_6_perp,WaveDirection_Mean_12_perp,WaveDirection_Mean_24_perp,WaveDirection_Mean_1_par,WaveDirection_Mean_2_par,WaveDirection_Mean_6_par,WaveDirection_Mean_12_par,WaveDirection_Mean_24_par,Wind_Mean_1_perp,Wind_Mean_2_perp,Wind_Mean_6_perp,Wind_Mean_12_perp,Wind_Mean_24_perp,Wind_Mean_1_par,Wind_Mean_2_par,Wind_Mean_6_par,Wind_Mean_12_par,Wind_Mean_24_par,AirTemperature_Mean_1,AirTemperature_Mean_2,AirTemperature_Mean_6,AirTemperature_Mean_12,AirTemperature_Mean_24,AirTemperature_Mean_48,AirTemperature_Mean_72,AirTemperature_Mean_120,AirTemperature_StDev_2,AirTemperature_StDev_6,AirTemperature_StDev_12,AirTemperature_StDev_24,AirTemperature_StDev_48,AirTemperature_StDev_72,AirTemperature_StDev_120,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..1hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..2hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..6hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..12hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..24hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..48hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..72hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..120hr,Sqrt.Precipitation.over.upload.PointBeaches.Sum..1hr,Sqrt.Precipitation.over.upload.PointBeaches.Sum..2hr,Sqrt.Precipitation.over.upload.PointBeaches.Sum..6hr,Sqrt.Precipitation.over.upload.PointBeaches.Sum..12hr,Sqrt.Precipitation.over.upload.PointBeaches.Sum..24hr,Sqrt.Precipitation.over.upload.PointBeaches.Sum..48hr,Sqrt.Precipitation.over.upload.PointBeaches.Sum..72hr,Sqrt.Precipitation.over.upload.PointBeaches.Sum..120hr,log.NWIS_Manitowoc_Discharge_Mean_1,log.NWIS_Manitowoc_Discharge_Mean_2,log.NWIS_Manitowoc_Discharge_Mean_6,log.NWIS_Manitowoc_Discharge_Mean_12,log.NWIS_Manitowoc_Discharge_Mean_24,log.NWIS_Manitowoc_Discharge_Mean_48,log.NWIS_Manitowoc_Discharge_Mean_72,log.NWIS_Manitowoc_Discharge_Mean_120,log.NWIS_Manitowoc_Discharge_Min_1,log.NWIS_Manitowoc_Discharge_Min_2,log.NWIS_Manitowoc_Discharge_Min_6,log.NWIS_Manitowoc_Discharge_Min_12,log.NWIS_Manitowoc_Discharge_Min_24,log.NWIS_Manitowoc_Discharge_Min_48,log.NWIS_Manitowoc_Discharge_Min_72,log.NWIS_Manitowoc_Discharge_Min_120,log.NWIS_Manitowoc_Discharge_Max_24,log.Sheboygan_Discharge_Mean_1,log.Sheboygan_Discharge_Mean_2,log.Sheboygan_Discharge_Mean_6,log.Sheboygan_Discharge_Mean_12,log.Sheboygan_Discharge_Mean_24,log.Sheboygan_Discharge_Mean_48,log.Sheboygan_Discharge_Mean_72,log.Sheboygan_Discharge_Mean_120,log.Sheboygan_Discharge_Min_1,log.Sheboygan_Discharge_Min_2,log.Sheboygan_Discharge_Min_6,log.Sheboygan_Discharge_Min_12,log.Sheboygan_Discharge_Min_24,log.Sheboygan_Discharge_Min_48,log.Sheboygan_Discharge_Min_72,log.Sheboygan_Discharge_Min_120,log.Sheboygan_Discharge_Max_24,beach_AlgaeNearshore2,beach_AlgaeNearshore3,beach_AlgaeNearshore4,beach_AlgaeOnBeach2,beach_AlgaeOnBeach3,beach_AlgaeOnBeach4,log.beach_TurbidityBeach,beach_WindVector_perp,beach_WindVector_parl
6/10/2010 9:58,1.550228353,35.5,16,15.8,38.36,0,0,0.33,13,-20,11.816522,11.866814,11.988498,12.793018,12.4884748,12.8186346,13.2332708,0.050292,0.126777551,1.02128251,1.093524243,1.120511148,1.099137589,0.044607244,0.027762242,0.017583447,0.064456639,0.182725006,0.516351642,-0.004303204,-0.006926506,-0.004303204,0.003618593,-0.004303204,-0.019673193,0.008678788,0.013932815,0.013910912,0.013266851,0.014045002,0.012979422,0.005955111,0.002302786,0.00012208,0.000445417,0.002438097,-0.002024341,0.016281182,0.058078455,0.095946632,0.033375916,0.002201311,0.0215049,0.021080555,0.00959533,0.004281899,0.029996926,0.033482099,0.020098163,0.005215594,-0.03980364,-0.032668938,-0.027144401,-0.023900716,0.032539208,0.134464445,0.062647394,0.002106297,0.21611032,0.2191055,0.244989472,0.185020167,0.210980879,-0.047862034,-0.033883356,-0.023800439,0.000825733,0.078724417,-0.21074367,-0.21597531,-0.243461248,-0.170227229,0.000501568,-0.22147038,-0.155545222,-0.099891369,0.109532766,0.38384061,-0.9751671,-0.985571565,-0.993337442,-0.829302587,-0.05211976,-0.24919887,0.31470412,2.281940438,2.434771419,4.873711222,-2.9261944,-3.7452702,-3.3013417,-3.11423872,-1.76020757,15.561967,15.1592822,14.2683078,14.68188471,16.08938052,15.03359326,14.50699307,14.22158885,0.40268475,0.700897307,0.769243085,1.553978074,1.631808387,1.652214227,1.472958349,0,0,0,0,0,4.482227841,4.482227841,6.403133431,0,0,0,0,0,4.379267467,4.379267467,5.836870139,2.292256071,2.290924559,2.282848603,2.273232834,2.256501266,2.243112493,2.231291146,2.215954644,2.290034611,2.283301229,2.260071388,2.252853031,2.214843848,2.173186268,2.173186268,2.10720997,2.29666519,2.255272505,2.261024834,2.277150614,2.293362555,2.290235009,2.142420754,2.037705313,1.942890635,2.252853031,2.252853031,2.252853031,2.252853031,2.235528447,1.612783857,1.612783857,1.579783597,2.315970345,1,0,0,1,0,0,0.487138375,1.909188309,1.909188309
6/10/2010 10:10,1.482873584,30.4,14.8,15.2,38.36,75,75,0.5,11,-19,12.297859,12.05719,12.035069,12.5747658,12.4023268,12.7611976,13.2164689,0.2406685,0.184506966,0.911290677,1.049986969,1.110357412,1.10813463,0.101764545,0.073185895,0.028024574,0.058701946,0.177210077,0.502876641,-0.004892,-0.006589423,-0.004892,0.003618593,-0.004892,-0.019673193,0.009643505,0.01377401,0.013853412,0.013443178,0.013842858,0.013314981,0.006338784,0.002577871,0.000179954,-0.004094385,-0.001824484,-0.001784146,0.010771002,0.052897022,0.096556857,0.03569275,0.001525602,0.016960856,0.019232878,0.013602679,0.004526187,0.029357882,0.034389723,0.021109952,0.004777167,-0.05478562,-0.04729463,-0.029158348,-0.030095683,0.024628398,0.131801402,0.064632476,0.000163834,0.19957843,0.20784438,0.2369047,0.194719999,0.212352713,-0.06863181,-0.058246922,-0.031163589,-0.011038918,0.072470855,-0.18740658,-0.19907512,-0.233549177,-0.189051218,-0.013365063,-0.3438839,-0.28267714,-0.140777716,0.006996234,0.349147201,-0.93901217,-0.957089635,-0.983984382,-0.946105617,-0.127596078,-1.385092,-0.817145435,1.43245027,1.986410169,4.581995389,-2.136805,-2.5314997,-3.11757337,-3.07489714,-1.96050619,15.731814,15.64689,14.5894824,14.67468688,16.04460665,15.07339186,14.53192593,14.23223335,0.0849235,0.842179988,0.758911706,1.548143932,1.625042313,1.656957501,1.479205032,0,0,0,0,0,4.482227841,4.482227841,6.403133431,0,0,0,0,0,4.379267467,4.379267467,5.836870139,2.292256071,2.292477594,2.284430734,2.27392678,2.257054278,2.243732365,2.231495076,2.216297887,2.290034611,2.290034611,2.271841607,2.252853031,2.214843848,2.173186268,2.173186268,2.10720997,2.29666519,2.252853031,2.258637283,2.275080898,2.292034436,2.290368556,2.144574208,2.039334789,1.944329655,2.247973266,2.247973266,2.247973266,2.247973266,2.240549248,1.612783857,1.612783857,1.579783597,2.315970345,1,0,0,1,0,0,0.487138375,1.909188309,1.909188309
6/10/2010 10:25,1.403120521,25.3,15.6,15.7,38.36,3,36,0.5,11,-19,12.297859,12.05719,12.035069,12.5747658,12.4023268,12.7611976,13.2164689,0.2406685,0.184506966,0.911290677,1.049986969,1.110357412,1.10813463,0.101764545,0.073185895,0.028024574,0.058701946,0.177210077,0.502876641,-0.004892,-0.006589423,-0.004892,0.003618593,-0.004892,-0.019673193,0.009643505,0.01377401,0.013853412,0.013443178,0.013842858,0.013314981,0.006338784,0.002577871,0.000179954,-0.004094385,-0.001824484,-0.001784146,0.010771002,0.052897022,0.096556857,0.03569275,0.001525602,0.016960856,0.019232878,0.013602679,0.004526187,0.029357882,0.034389723,0.021109952,0.004777167,-0.05478562,-0.04729463,-0.029158348,-0.030095683,0.024628398,0.131801402,0.064632476,0.000163834,0.19957843,0.20784438,0.2369047,0.194719999,0.212352713,-0.06863181,-0.058246922,-0.031163589,-0.011038918,0.072470855,-0.18740658,-0.19907512,-0.233549177,-0.189051218,-0.013365063,-0.3438839,-0.28267714,-0.140777716,0.006996234,0.349147201,-0.93901217,-0.957089635,-0.983984382,-0.946105617,-0.127596078,-1.385092,-0.817145435,1.43245027,1.986410169,4.581995389,-2.136805,-2.5314997,-3.11757337,-3.07489714,-1.96050619,15.731814,15.64689,14.5894824,14.67468688,16.04460665,15.07339186,14.53192593,14.23223335,0.0849235,0.842179988,0.758911706,1.548143932,1.625042313,1.656957501,1.479205032,0,0,0,0,0,4.482227841,4.482227841,6.403133431,0,0,0,0,0,4.379267467,4.379267467,5.836870139,2.29666519,2.294245716,2.285557309,2.27485032,2.257726561,2.244376094,2.231775324,2.216693599,2.290034611,2.290034611,2.271841607,2.252853031,2.214843848,2.173186268,2.173186268,2.10720997,2.303196057,2.250420002,2.256236533,2.273232834,2.290479813,2.290435314,2.146778989,2.040997692,1.945759002,2.247973266,2.247973266,2.247973266,2.247973266,2.247973266,1.612783857,1.612783857,1.579783597,2.315970345,1,0,0,1,0,0,0.487138375,3.676955262,3.676955262
6/14/2010 10:06,0.477121255,3,16.8,15.9,39.46,0,3,2,3,-10,14.127741,13.832042,14.309997,14.9478062,14.5135464,14.54932781,14.14420151,0.295699001,0.599749001,0.864880489,0.7709898,0.74948524,1.073166796,0.9141811,0.89546345,0.889705323,0.932903837,0.89416955,0.938542463,0.003006178,0.004084753,0.003006178,0.015833378,0.003006178,-0.005077513,-0.005050066,-0.003343,-0.003410118,-0.003732791,-0.003671566,-0.004264319,-0.006342425,-0.005551584,-7.17E-05,-0.06478628,-0.065158045,-0.065442127,-0.063242269,-0.077948956,-0.100292401,-0.086400772,-0.041928786,-0.08530156,-0.08423654,-0.056306206,-0.009970981,-0.017540982,-0.026720277,-0.021626457,-0.006306898,-0.1126749,-0.1239566,-0.14803395,-0.098145111,-0.09393344,-0.131391856,-0.102110082,-0.046836317,0.11345731,0.11212029,0.083628524,0.058832684,0.065569136,-0.017539467,-0.019343416,-0.015921887,-0.006276817,-0.033918119,-0.11209339,-0.11041976,-0.081162348,-0.030764066,-0.02657951,-0.15459089,-0.1727402,-0.11038934,0.080324208,-0.403498185,-0.98797857,-0.98479505,-0.96163007,-0.280893148,-0.196100889,-2.295168,-1.820432,-1.87942323,-0.30070887,-0.814930958,-3.101583,-2.656701,-2.65368898,-1.54187315,-0.087859417,15.27049,15.363172,15.235741,15.39614004,15.93948198,15.43510853,15.30444901,15.18414006,0.092682,0.172803512,0.422738262,0.84586327,0.845729985,0.812879754,1.186476941,0,0,0,0,0.737648479,0.7454079,3.058829173,3.922148829,0,0,0,0,1.196041166,1.196041166,3.012701635,4.222857555,2.334453751,2.33405144,2.33725954,2.340027468,2.340800923,2.333265861,2.31768734,2.297869891,2.33243846,2.326335861,2.326335861,2.326335861,2.326335861,2.283301229,2.260071388,2.214843848,2.348304863,2.139879086,2.14176323,2.149527014,2.161068385,2.1823005,2.22474019,2.19248382,2.203468052,2.136720567,2.136720567,2.136720567,2.136720567,2.136720567,2.136720567,2.053078443,2.053078443,2.227886705,1,0,0,0,0,0,0.338456494,6.434671709,6.434671709
6/14/2010 10:16,0.934498451,8.6,20,15.9,21.079,0,4,2.5,-2,-7,14.127741,13.832042,14.309997,14.9478062,14.5135464,14.54932781,14.14420151,0.295699001,0.599749001,0.864880489,0.7709898,0.74948524,1.073166796,0.9141811,0.89546345,0.889705323,0.932903837,0.89416955,0.938542463,0.003006178,0.004084753,0.003006178,0.015833378,0.003006178,-0.005077513,-0.005050066,-0.003343,-0.003410118,-0.003732791,-0.003671566,-0.004264319,-0.006342425,-0.005551584,-7.17E-05,-0.06478628,-0.065158045,-0.065442127,-0.063242269,-0.077948956,-0.100292401,-0.086400772,-0.041928786,-0.08530156,-0.08423654,-0.056306206,-0.009970981,-0.017540982,-0.026720277,-0.021626457,-0.006306898,-0.1126749,-0.1239566,-0.14803395,-0.098145111,-0.09393344,-0.131391856,-0.102110082,-0.046836317,0.11345731,0.11212029,0.083628524,0.058832684,0.065569136,-0.017539467,-0.019343416,-0.015921887,-0.006276817,-0.033918119,-0.11209339,-0.11041976,-0.081162348,-0.030764066,-0.02657951,-0.15459089,-0.1727402,-0.11038934,0.080324208,-0.403498185,-0.98797857,-0.98479505,-0.96163007,-0.280893148,-0.196100889,-2.295168,-1.820432,-1.87942323,-0.30070887,-0.814930958,-3.101583,-2.656701,-2.65368898,-1.54187315,-0.087859417,15.27049,15.363172,15.235741,15.39614004,15.93948198,15.43510853,15.30444901,15.18414006,0.092682,0.172803512,0.422738262,0.84586327,0.845729985,0.812879754,1.186476941,0,0,0,0,0.737648479,0.7454079,3.058829173,3.922148829,0,0,0,0,1.196041166,1.196041166,3.012701635,4.222857555,2.336459734,2.33405144,2.337459261,2.339948062,2.340682019,2.333467427,2.317917154,2.298066707,2.33243846,2.326335861,2.326335861,2.326335861,2.326335861,2.283301229,2.260071388,2.214843848,2.348304863,2.136720567,2.139879086,2.148294097,2.160168293,2.181328987,2.224092588,2.192706807,2.203250524,2.136720567,2.136720567,2.136720567,2.136720567,2.136720567,2.136720567,2.053078443,2.053078443,2.227886705,1,0,0,0,0,0,0.807535028,7.848885271,7.848885271
6/14/2010 10:50,0.875061263,7.5,17.2,15.7,22.17,0,0,2,0,-7,14.127741,13.832042,14.309997,14.9478062,14.5135464,14.54932781,14.14420151,0.295699001,0.599749001,0.864880489,0.7709898,0.74948524,1.073166796,0.9141811,0.89546345,0.889705323,0.932903837,0.89416955,0.938542463,0.003006178,0.004084753,0.003006178,0.015833378,0.003006178,-0.005077513,-0.005050066,-0.003343,-0.003410118,-0.003732791,-0.003671566,-0.004264319,-0.006342425,-0.005551584,-7.17E-05,-0.06478628,-0.065158045,-0.065442127,-0.063242269,-0.077948956,-0.100292401,-0.086400772,-0.041928786,-0.08530156,-0.08423654,-0.056306206,-0.009970981,-0.017540982,-0.026720277,-0.021626457,-0.006306898,-0.1126749,-0.1239566,-0.14803395,-0.098145111,-0.09393344,-0.131391856,-0.102110082,-0.046836317,0.11345731,0.11212029,0.083628524,0.058832684,0.065569136,-0.017539467,-0.019343416,-0.015921887,-0.006276817,-0.033918119,-0.11209339,-0.11041976,-0.081162348,-0.030764066,-0.02657951,-0.15459089,-0.1727402,-0.11038934,0.080324208,-0.403498185,-0.98797857,-0.98479505,-0.96163007,-0.280893148,-0.196100889,-2.295168,-1.820432,-1.87942323,-0.30070887,-0.814930958,-3.101583,-2.656701,-2.65368898,-1.54187315,-0.087859417,15.27049,15.363172,15.235741,15.39614004,15.93948198,15.43510853,15.30444901,15.18414006,0.092682,0.172803512,0.422738262,0.84586327,0.845729985,0.812879754,1.186476941,0,0,0,0,0.737648479,0.7454079,3.058829173,3.922148829,0,0,0,0,1.196041166,1.196041166,3.012701635,4.222857555,2.336459734,2.335457901,2.336859821,2.339650158,2.340543258,2.333950804,2.318397279,2.298438225,2.33243846,2.33243846,2.326335861,2.326335861,2.326335861,2.283301229,2.260071388,2.214843848,2.348304863,2.136720567,2.138302698,2.146438135,2.158362492,2.179436883,2.222794481,2.193152437,2.202787915,2.136720567,2.136720567,2.136720567,2.136720567,2.136720567,2.136720567,2.053078443,2.053078443,2.220108088,1,0,0,0,0,0,0.487138375,7.707463915,7.707463915
6/15/2010 10:05,1.298853076,19.9,19.2,12.6,30.01,0,0,2.5,0,-8,15.240494,15.108574,14.920518,14.8401642,14.8939852,14.622419,14.59728121,0.1319205,0.212868007,0.233285482,0.635701887,0.661914427,0.628845883,1,1,1,0.989918227,0.942938628,0.918554089,0.003847931,0.005700883,0.003847931,0.016297372,0.003847931,-0.008080843,-0.007547185,0.000210215,0.000585558,0.000316651,-0.000934496,-0.001129162,-0.002696741,-0.004604671,-0.002960547,-0.0500755,-0.04856256,-0.050093817,-0.060956434,-0.059963117,-0.068956036,-0.086849306,-0.064500814,0.02483047,0.025472866,-0.002107543,-0.027755111,-0.027814993,-0.022677987,-0.027085182,-0.017741473,-0.043985927,-0.030409584,-0.007717161,-0.062542129,-0.080203571,-0.087068505,-0.114329095,-0.067802711,0.5202284,0.47165071,0.383098417,0.367312682,0.354676187,-0.4766764,-0.42662212,-0.323597722,-0.287722538,-0.25271576,-0.208368,-0.20060422,-0.200914587,-0.222915159,-0.242574871,-0.91628292,-0.9031803,-0.836387702,-0.776854159,-0.699613093,-0.40053167,-0.42817026,-0.53842955,-0.617117773,-0.696566417,-3.8220205,-3.8935602,-3.19970497,-2.89121391,-2.80138288,-1.9272012,-1.5273506,-0.214830153,-1.344627993,-2.726059788,15.185442,15.344984,15.679193,15.58733238,15.41697731,15.67822965,15.42906479,15.0586142,0.159542,0.275972809,0.280298863,0.322022859,0.691262959,0.715177437,0.892257078,0,0,0,0,0.090630094,0.743195192,0.750897298,3.923195797,0,0,0.229435211,0.229435211,0.325230896,1.239471503,1.239471503,4.235363157,2.320146286,2.317227349,2.318063335,2.320665467,2.326724913,2.333809875,2.331082964,2.311414767,2.320146286,2.309630167,2.309630167,2.309630167,2.309630167,2.309630167,2.283301229,2.240549248,2.338456494,2.004321374,2.008600172,2.01911629,2.035829825,2.072801149,2.130976692,2.179752807,2.159507037,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.136720567,1,1,0,0,0,0,0.089905111,0,6.1
6/15/2010 10:16,1.294466226,19.7,21.2,16.9,73.48,0,0,2,0,-6,15.240494,15.108574,14.920518,14.8401642,14.8939852,14.622419,14.59728121,0.1319205,0.212868007,0.233285482,0.635701887,0.661914427,0.628845883,1,1,1,0.989918227,0.942938628,0.918554089,0.003847931,0.005700883,0.003847931,0.016297372,0.003847931,-0.008080843,-0.007547185,0.000210215,0.000585558,0.000316651,-0.000934496,-0.001129162,-0.002696741,-0.004604671,-0.002960547,-0.0500755,-0.04856256,-0.050093817,-0.060956434,-0.059963117,-0.068956036,-0.086849306,-0.064500814,0.02483047,0.025472866,-0.002107543,-0.027755111,-0.027814993,-0.022677987,-0.027085182,-0.017741473,-0.043985927,-0.030409584,-0.007717161,-0.062542129,-0.080203571,-0.087068505,-0.114329095,-0.067802711,0.5202284,0.47165071,0.383098417,0.367312682,0.354676187,-0.4766764,-0.42662212,-0.323597722,-0.287722538,-0.25271576,-0.208368,-0.20060422,-0.200914587,-0.222915159,-0.242574871,-0.91628292,-0.9031803,-0.836387702,-0.776854159,-0.699613093,-0.40053167,-0.42817026,-0.53842955,-0.617117773,-0.696566417,-3.8220205,-3.8935602,-3.19970497,-2.89121391,-2.80138288,-1.9272012,-1.5273506,-0.214830153,-1.344627993,-2.726059788,15.185442,15.344984,15.679193,15.58733238,15.41697731,15.67822965,15.42906479,15.0586142,0.159542,0.275972809,0.280298863,0.322022859,0.691262959,0.715177437,0.892257078,0,0,0,0,0.090630094,0.743195192,0.750897298,3.923195797,0,0,0.229435211,0.229435211,0.325230896,1.239471503,1.239471503,4.235363157,2.320146286,2.317227349,2.318063335,2.32054092,2.326520192,2.3336689,2.331164008,2.311435968,2.320146286,2.309630167,2.309630167,2.309630167,2.309630167,2.309630167,2.283301229,2.240549248,2.338456494,2.004321374,2.008600172,2.017867719,2.034227261,2.071440127,2.129850951,2.178919421,2.159025491,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.136720567,1,0,0,0,0,0,0.51054501,0,4.7
6/15/2010 10:26,1.198657087,15.8,19,17,35.22,0,0,2,0,-6,15.240494,15.108574,14.920518,14.8401642,14.8939852,14.622419,14.59728121,0.1319205,0.212868007,0.233285482,0.635701887,0.661914427,0.628845883,1,1,1,0.989918227,0.942938628,0.918554089,0.003847931,0.005700883,0.003847931,0.016297372,0.003847931,-0.008080843,-0.007547185,0.000210215,0.000585558,0.000316651,-0.000934496,-0.001129162,-0.002696741,-0.004604671,-0.002960547,-0.0500755,-0.04856256,-0.050093817,-0.060956434,-0.059963117,-0.068956036,-0.086849306,-0.064500814,0.02483047,0.025472866,-0.002107543,-0.027755111,-0.027814993,-0.022677987,-0.027085182,-0.017741473,-0.043985927,-0.030409584,-0.007717161,-0.062542129,-0.080203571,-0.087068505,-0.114329095,-0.067802711,0.5202284,0.47165071,0.383098417,0.367312682,0.354676187,-0.4766764,-0.42662212,-0.323597722,-0.287722538,-0.25271576,-0.208368,-0.20060422,-0.200914587,-0.222915159,-0.242574871,-0.91628292,-0.9031803,-0.836387702,-0.776854159,-0.699613093,-0.40053167,-0.42817026,-0.53842955,-0.617117773,-0.696566417,-3.8220205,-3.8935602,-3.19970497,-2.89121391,-2.80138288,-1.9272012,-1.5273506,-0.214830153,-1.344627993,-2.726059788,15.185442,15.344984,15.679193,15.58733238,15.41697731,15.67822965,15.42906479,15.0586142,0.159542,0.275972809,0.280298863,0.322022859,0.691262959,0.715177437,0.892257078,0,0,0,0,0.090630094,0.743195192,0.750897298,3.923195797,0,0,0.229435211,0.229435211,0.325230896,1.239471503,1.239471503,4.235363157,2.320146286,2.317227349,2.318063335,2.32054092,2.326520192,2.3336689,2.331164008,2.311435968,2.320146286,2.309630167,2.309630167,2.309630167,2.309630167,2.309630167,2.283301229,2.240549248,2.338456494,2.004321374,2.008600172,2.017867719,2.034227261,2.071440127,2.129850951,2.178919421,2.159025491,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.136720567,1,0,0,0,0,0,-0.017728767,3.464823228,3.464823228
6/16/2010 9:27,2.613418945,410.6,18.4,21.1,44.6,0,0,1.5,-120,43,15.204606,15.102582,15.140786,15.1884824,14.9447762,14.9444546,14.71539101,0.1020245,0.099851536,0.13951617,0.329192516,0.569039644,0.641246844,1,1,0.999730657,0.997153923,0.983082543,0.961222692,0.013947892,0.005636058,0.013947892,0.01598132,0.013947892,-0.005434535,0.010099961,-0.007572196,-0.008061104,-0.008843181,-0.008466411,-0.005753619,-0.003515416,-0.003836383,-0.00475472,-0.10639968,-0.10527114,-0.10252861,-0.100390649,-0.092052169,-0.076314117,-0.077468174,-0.081942485,-0.01243269,-0.008456825,4.77E-05,-0.006063419,-0.022907738,-0.027655782,-0.023237858,-0.023860583,-0.2146362,-0.2084489,-0.19502977,-0.161123392,-0.144820012,-0.113942812,-0.108537666,-0.105819411,0.40131256,0.3778254,0.350665217,0.393494888,0.494661129,-0.15420424,-0.1472431,-0.14661329,-0.239861298,-0.381586289,-0.37050347,-0.34794512,-0.317813355,-0.297569497,-0.290581795,-0.38424972,-0.39007408,-0.418797272,-0.58594804,-0.7321818,-0.9232292,-0.92076175,-0.905975107,-0.776293314,-0.625969845,4.2363387,3.8342834,3.33053183,1.93498358,-0.232383897,-4.1315231,-3.462188,-3.1570462,-3.59520144,-3.17503968,15.270092,15.144932,14.816045,14.96633712,15.06717602,15.2438485,15.48436979,15.27255914,0.12516,0.247638455,0.237635502,0.35316452,0.38045899,0.666547348,0.679968639,0,0,0,2.025631175,5.940018264,5.940709621,5.986330769,6.682496852,0,0,0,2.097610307,6.340888514,6.349223755,6.460894424,7.027731741,3.082066934,3.090610708,3.109038296,3.103837916,2.908806599,2.708862619,2.617113621,2.517358233,3.075546961,3.075546961,3.075546961,2.962369336,2.31386722,2.309630167,2.309630167,2.260071388,3.136720567,2.527372083,2.520090328,2.492341253,2.440216176,2.278685023,2.189406086,2.187999872,2.190863733,2.521138084,2.506505032,2.46686762,2.113943352,1.995635195,1.995635195,1.995635195,1.995635195,2.53529412,0,0,0,0,0,0,0.549003262,-5,-9.18E-16
