surveyDatetime,log_beach_EColi,beach_EColiValue,beach_WaterTemp,beach_AirTemp,beach_LakeshoreCurrVel,beach_NoGulls,beach_PeopleInWater,beach_PeopleOnBeach,beach_WaveHeightManual,beach_WindDirDegrees,beach_WindSpeed,Manitowoc_Discharge_Diff_6,WaterTemperature_Mean_1,WaterTemperature_Mean_2,WaterTemperature_Mean_6,WaterTemperature_Mean_12,WaterTemperature_Mean_24,WaterTemperature_Mean_48,WaterTemperature_Mean_72,WaterTemperature_Mean_120,WaterTemperature_StDev_6,WaterTemperature_StDev_12,WaterTemperature_StDev_24,WaterTemperature_StDev_48,WaterTemperature_StDev_72,WaterTemperature_StDev_120,CloudCover_Mean_1,CloudCover_Mean_2,CloudCover_Mean_6,CloudCover_Mean_12,CloudCover_Mean_24,CloudCover_Mean_48,HeightAboveSeaLevel_Mean_1,HeightAboveSeaLevel_Mean_24,HeightAboveSeaLevel_Max_1,HeightAboveSeaLevel_Max_24,HeightAboveSeaLevel_Min_1,HeightAboveSeaLevel_Min_24,HeightAboveSeaLevel_Diff_24,CurrentDepthAveraged_Mean_1_perp,CurrentDepthAveraged_Mean_2_perp,CurrentDepthAveraged_Mean_6_perp,CurrentDepthAveraged_Mean_12_perp,CurrentDepthAveraged_Mean_24_perp,CurrentDepthAveraged_Mean_48_perp,CurrentDepthAveraged_Mean_72_perp,CurrentDepthAveraged_Mean_120_perp,CurrentDepthAveraged_Mean_1_par,CurrentDepthAveraged_Mean_2_par,CurrentDepthAveraged_Mean_6_par,CurrentDepthAveraged_Mean_12_par,CurrentDepthAveraged_Mean_24_par,CurrentDepthAveraged_Mean_48_par,CurrentDepthAveraged_Mean_72_par,CurrentDepthAveraged_Mean_120_par,CurrentSurface_Mean_1_perp,CurrentSurface_Mean_2_perp,CurrentSurface_Mean_6_perp,CurrentSurface_Mean_12_perp,CurrentSurface_Mean_24_perp,CurrentSurface_Mean_48_perp,CurrentSurface_Mean_72_perp,CurrentSurface_Mean_120_perp,CurrentSurface_Mean_1_par,CurrentSurface_Mean_2_par,CurrentSurface_Mean_6_par,CurrentSurface_Mean_12_par,CurrentSurface_Mean_24_par,CurrentSurface_Mean_48_par,CurrentSurface_Mean_72_par,CurrentSurface_Mean_120_par,WaveHeight_Mean_1,WaveHeight_Mean_2,WaveHeight_Mean_6,WaveHeight_Mean_12,WaveHeight_Mean_24,WaveHeightDirection_Mean_1_perp,WaveHeightDirection_Mean_2_perp,WaveHeightDirection_Mean_6_perp,WaveHeightDirection_Mean_12_perp,WaveHeightDirection_Mean_24_perp,WaveHeightDirection_Mean_1_par,WaveHeightDirection_Mean_2_par,WaveHeightDirection_Mean_6_par,WaveHeightDirection_Mean_12_par,WaveHeightDirection_Mean_24_par,WaveDirection_Mean_1_perp,WaveDirection_Mean_2_perp,WaveDirection_Mean_6_perp,WaveDirection_Mean_12_perp,WaveDirection_Mean_24_perp,WaveDirection_Mean_1_par,WaveDirection_Mean_2_par,WaveDirection_Mean_6_par,WaveDirection_Mean_12_par,WaveDirection_Mean_24_par,Wind_Mean_1_perp,Wind_Mean_2_perp,Wind_Mean_6_perp,Wind_Mean_12_perp,Wind_Mean_24_perp,Wind_Mean_1_par,Wind_Mean_2_par,Wind_Mean_6_par,Wind_Mean_12_par,Wind_Mean_24_par,AirTemperature_Mean_1,AirTemperature_Mean_2,AirTemperature_Mean_6,AirTemperature_Mean_12,AirTemperature_Mean_24,AirTemperature_Mean_48,AirTemperature_Mean_72,AirTemperature_Mean_120,AirTemperature_StDev_2,AirTemperature_StDev_6,AirTemperature_StDev_12,AirTemperature_StDev_24,AirTemperature_StDev_48,AirTemperature_StDev_72,AirTemperature_StDev_120,Sqrt.Precipitationoverupload.RedarrowSum.1hr,Sqrt.Precipitationoverupload.RedarrowSum.2hr,Sqrt.Precipitationoverupload.RedarrowSum.6hr,Sqrt.Precipitationoverupload.RedarrowSum.12hr,Sqrt.Precipitationoverupload.RedarrowSum.24hr,Sqrt.Precipitationoverupload.RedarrowSum.48hr,Sqrt.Precipitationoverupload.RedarrowSum.72hr,Sqrt.Precipitationoverupload.RedarrowSum.120hr,Sqrt.Precipitationoverupload.ManitowocRSum.1hr,Sqrt.Precipitationoverupload.ManitowocRSum.2hr,Sqrt.Precipitationoverupload.ManitowocRSum.6hr,Sqrt.Precipitationoverupload.ManitowocRSum.12hr,Sqrt.Precipitationoverupload.ManitowocRSum.24hr,Sqrt.Precipitationoverupload.ManitowocRSum.48hr,Sqrt.Precipitationoverupload.ManitowocRSum.72hr,Sqrt.Precipitationoverupload.ManitowocRSum.120hr,log.Manitowoc_Discharge_Mean_1,log.Manitowoc_Discharge_Mean_2,log.Manitowoc_Discharge_Mean_6,log.Manitowoc_Discharge_Mean_12,log.Manitowoc_Discharge_Mean_24,log.Manitowoc_Discharge_Mean_48,log.Manitowoc_Discharge_Mean_72,log.Manitowoc_Discharge_Mean_120,log.Manitowoc_Discharge_Min_1,log.Manitowoc_Discharge_Min_2,log.Manitowoc_Discharge_Min_6,log.Manitowoc_Discharge_Min_12,log.Manitowoc_Discharge_Min_24,log.Manitowoc_Discharge_Min_48,log.Manitowoc_Discharge_Min_72,log.Manitowoc_Discharge_Min_120,log.Manitowoc_Discharge_Max_24,beach_AlgaeNearshore2,beach_AlgaeNearshore3,beach_AlgaeNearshore4,beach_AlgaeOnBeach2,beach_AlgaeOnBeach3,beach_AlgaeOnBeach4,yday,log.beach_TurbidityBeach
6/10/2010 11:25,1.037426498,10.9,16.7,15.6,10.5,0,0,0,0.25,90,5.15,8,13.910374,13.910374,13.7908208,13.8463224,14.05761281,14.54931978,14.91873198,14.84730814,0.11955325,0.114323234,0.480182283,0.654043184,0.79092546,0.661230898,0.22301711,0.122139051,0.040920271,0.031105568,0.146258646,0.467807144,-0.005741609,-0.011939809,-0.005741609,0.004863997,-0.005741609,-0.030018203,0.015575834,-0.001174167,-0.000599766,0.000474169,0.000220631,-0.000230036,-0.003341666,-0.003527199,-0.002677248,-0.027102962,-0.026583282,-0.015298087,-0.004610504,0.025207325,0.079020682,0.054982282,0.011763889,-0.024652992,-0.01666078,-0.001717547,0.001657861,0.018196399,0.005687376,0.001123013,-0.002996038,-0.10715895,-0.10586268,-0.10025398,-0.072595718,-0.008367768,0.088334872,0.06700604,0.007506373,0.04045818,0.05531024,0.11843427,0.117488932,0.185785365,0.02280019,0.03199694,0.07968687,0.094212973,0.151700073,-0.03342178,-0.04510909,-0.085741509,-0.062136631,0.011451262,0.56354969,0.575334705,0.644559982,0.792219867,0.819206217,-0.82608216,-0.817791135,-0.75056078,-0.531392489,-0.155676026,-4.0569387,-0.06651675,1.6247926,3.00048124,5.529449775,-2.5159877,-2.0068445,-3.25361583,-2.216235762,-0.666897046,15.599887,15.606103,14.773549,14.586332,16.0082586,15.18967238,14.65467137,14.49393108,0.006216,0.731202195,0.683277597,1.646887787,1.673282508,1.726729592,1.555679085,0,0,0,0,0,3.481908887,3.481908887,4.943926177,0,0,0,0,0,3.403007026,3.483733764,5.074131015,2.292256071,2.294906911,2.288696261,2.277609214,2.260071388,2.246621663,2.23271665,2.218088903,2.290034611,2.290034611,2.271841607,2.260071388,2.214843848,2.173186268,2.173186268,2.10720997,2.303196057,1,1,0,1,0,0,161,0.636487896
6/14/2010 11:00,1.354108439,22.6,19,16.3,0,30,0,0,1,45,6.4,-5,15.214874,15.214874,15.119906,15.231122,15.4891871,14.9340612,14.9871549,14.76410919,0.094968,0.202144383,0.369349849,0.702190921,0.595390241,0.632440883,0.95811814,0.962438285,0.949571383,0.962595525,0.911334134,0.950356188,0.009669339,0.007522694,0.009669339,0.014341009,0.009669339,-0.003977488,-0.002047834,-0.002354077,-0.002334516,-0.002835698,-0.004808884,-0.006702058,-0.006124884,-0.003579722,-0.001604405,-0.03767879,-0.03310318,-0.018597335,-0.003003269,-0.005262099,-0.043592228,-0.024062732,-0.010337861,-0.03314068,-0.03373792,-0.022774915,-0.002365419,-0.016715857,-0.024064237,-0.015922889,-0.008747176,-0.09062785,-0.08770635,-0.073418978,-0.027843119,0.007052196,-0.05718285,-0.036658018,-0.021445184,0.20148867,0.17551038,0.134031372,0.086727235,0.08742326,-0.10674246,-0.086112105,-0.040532236,-0.018153356,-0.050132563,-0.170891,-0.15266155,-0.124213773,-0.066066412,-0.045376462,-0.52976902,-0.48384,-0.230863852,-0.016965919,-0.478213908,-0.84814196,-0.873580145,-0.940973662,-0.59664726,-0.403411632,-2.4159036,-1.9238568,-1.45596816,-0.388193822,-1.461928834,-5.4409328,-5.0805129,-4.42821032,-2.93995042,-0.779207907,15.194486,15.054518,15.060583,15.14824112,15.62855415,15.24639231,15.27055885,15.16420183,0.1399675,0.200815654,0.239905264,0.756963697,0.714423467,0.715827979,1.159197697,0,0,0,0,1.178449515,1.178449515,2.925560504,4.030074223,0,0,0,0,0.999821673,1.03564172,2.63780454,4.040964799,2.334453751,2.335457901,2.336659823,2.339332168,2.340384618,2.334152053,2.31858501,2.298634783,2.33243846,2.33243846,2.326335861,2.326335861,2.326335861,2.283301229,2.260071388,2.214843848,2.348304863,1,1,0,1,1,0,165,0.603144373
6/15/2010 9:55,3.049179245,1119.9,17,19.3,0,0,0,1,0.75,90,1.7,3,15.529763,15.529763,15.544442,15.575597,15.48614131,15.45009547,15.10098515,15.01720239,0.0146785,0.033690612,0.150467166,0.348138045,0.638286896,0.558496996,1,1,1,0.986150753,0.967113583,0.940264609,0.008875215,0.011065587,0.008875215,0.026034702,0.008875215,-0.003299167,0.002590517,-0.00463852,-0.00477433,-0.004400301,-0.003382108,-0.003308741,-0.005294921,-0.00516847,-0.002191234,-0.0263407,-0.028325644,-0.037618164,-0.056189358,-0.062961458,-0.034976965,-0.051553378,-0.027862953,-0.024852546,-0.022637458,-0.019102031,-0.015751996,-0.018175657,-0.018181091,-0.021716454,-0.015736968,-0.010742485,-0.017668256,-0.033188421,-0.065954482,-0.087340125,-0.03998316,-0.068390308,-0.037542261,0.27810854,0.26679424,0.259014748,0.287692228,0.29391971,-0.25651131,-0.24567422,-0.23694229,-0.257064874,-0.237665213,-0.10745375,-0.10402974,-0.104478224,-0.127956309,-0.165265704,-0.92234244,-0.9207712,-0.914550165,-0.896613418,-0.800726154,-0.38637341,-0.39008226,-0.403883588,-0.438896161,-0.566325548,-4.2049265,-4.0880998,-3.77364938,-2.425227248,-2.154791532,0.83814295,0.595106175,0.462438673,-1.704967722,-3.745555886,15.48225,15.518566,15.376666,15.1969021,15.0791082,15.38900805,15.18340093,14.98756482,0.0363165,0.140869426,0.225945745,0.21686657,0.626894878,0.60487924,0.800741576,0,0,0,0,0.372482617,1.235915272,1.235915272,4.047251109,0,0,0,0.048729119,0.08995595,1.003860275,1.039541171,4.04196593,2.318063335,2.317227349,2.317645543,2.320665467,2.326909079,2.333930674,2.330981638,2.311351158,2.31386722,2.309630167,2.309630167,2.309630167,2.309630167,2.309630167,2.283301229,2.240549248,2.338456494,1,1,0,1,1,0,166,0.754348336
6/16/2010 9:45,3.383743576,2419.6,17.8,20.5,10.73,1,0,1,0.5,270,5.4,-120,15.803111,15.803111,15.82045,15.872197,15.9058456,15.69599347,15.60201219,15.25536964,0.0173395,0.05685688,0.142701693,0.256007809,0.365712139,0.608574339,1,1,0.995892008,0.993818767,0.981749466,0.974431525,0.011459892,0.008388312,0.011459892,0.015732057,0.011459892,-0.004414986,-0.004272165,-0.002349653,-0.002862692,-0.00279615,-0.003603317,-0.003612702,-0.003460721,-0.004734181,-0.003481447,-0.03487912,-0.034878068,-0.040942535,-0.049079105,-0.040181988,-0.051571723,-0.036711972,-0.034909096,0.02158921,0.02013696,0.013270255,0.007776016,-0.008400056,-0.013287856,-0.014920746,-0.015125184,-0.05995172,-0.057903385,-0.058423062,-0.071661266,-0.061301194,-0.074320659,-0.047089171,-0.050389543,0.1922558,0.18199308,0.129514719,0.183303625,0.292098969,0.1790557,0.1707157,0.110582342,-0.022464268,-0.1908146,-0.07000968,-0.062957688,-0.057175252,-0.110615139,-0.143991573,0.93134087,0.93843397,0.809083503,0.127619953,-0.384243246,-0.36414858,-0.34484603,-0.493199577,-0.629396187,-0.535515585,6.7582009,6.43197895,5.3013089,4.49698722,1.62912661,-2.3926826,-1.8710613,-1.1990073,-2.05972208,-2.184567723,15.610729,15.535157,15.255355,15.2260608,15.14367673,15.11139245,15.30723094,15.20250693,0.075572,0.203379635,0.148874937,0.232351508,0.227049424,0.541635354,0.580248345,0,0,0,1.29082524,8.903754646,8.911542521,8.989123058,9.379471966,0,0,0,0.710874311,6.52178333,6.522403688,6.598590247,7.03658758,3.076276255,3.08350262,3.105373914,3.107345665,2.919621928,2.71738837,2.624117012,2.522822283,3.075546961,3.075546961,3.075546961,3.017033339,2.31386722,2.309630167,2.309630167,2.260071388,3.136720567,1,1,1,1,1,0,167,1.071882007
6/21/2010 11:10,1.6599162,45.7,17.9,23.2,0,6,0,0,0.33,135,1.8,-5,13.192306,13.192306,12.846078,12.993722,13.77874419,12.62279709,12.95476581,14.10201689,0.34622851,0.359885964,0.860733611,1.398926584,1.39028901,1.782772268,0.0454126,0.023638363,0.008088144,0.016530686,0.05548707,0.117559065,-0.004502661,-0.003816593,-0.004502661,0.004783359,-0.004502661,-0.012946138,-0.001432118,-0.002590425,-0.002667565,-0.003065033,-0.002634455,-0.001262346,0.000645925,0.00088777,-0.000226756,0.032014384,0.032215162,0.034394688,0.037845122,0.028774236,0.026153915,0.04016605,0.041045444,-0.01967203,-0.018907359,-0.006672562,0.009114059,0.004625454,0.012785761,0.017335354,0.009985098,0.12463351,0.11460142,0.087299425,0.083170502,0.092468297,0.051061738,0.069097977,0.068510249,0.12623458,0.12573004,0.10599788,0.109036669,0.146311452,-0.072652406,-0.074575723,-0.053040055,-0.026503196,-0.08304674,0.10323176,0.101187356,0.088905688,0.099517257,0.10421999,-0.5755349,-0.593212565,-0.457497718,-0.215513475,-0.488499201,0.81777722,0.804746265,0.85704897,0.92053565,0.751068637,-3.04537,-3.056042,-3.10386157,-0.72868722,-1.591990063,3.10161,3.089552,2.047653235,1.782883972,2.700672723,18.953373,18.546442,17.4340333,16.8320091,17.234164,17.6568605,18.20395567,17.43786275,0.406931,0.976512163,0.926191407,0.86980815,1.225959231,1.388784247,1.594560294,0,0,0,0,0,0,0,0.919892956,0,0,0.068969479,0.068969479,0.068969479,0.068969479,0.068969479,0.978090896,2.868644438,2.868644438,2.865080274,2.866535436,2.869648208,2.877518198,2.885422288,2.914628714,2.862727528,2.862727528,2.85672889,2.85672889,2.85672889,2.85672889,2.85672889,2.85672889,2.886490725,1,0,0,1,0,0,172,0.752048448
6/28/2010 9:50,0,1,17.5,23.4,0,40,0,0,0.5,315,7.8,-10,10.028782,10.028782,10.194005,10.871252,13.0080972,13.218042,12.5630696,13.06900986,0.165223,0.771427,2.325018868,1.825144112,1.890310945,1.748875948,0,0.01487459,0.099656334,0.088282918,0.258335109,0.359167839,-0.011011177,-0.00681656,-0.011011177,0.004938696,-0.011011177,-0.019430107,-0.007404133,0.0025044,0.002153229,0.002208123,0.002593079,0.002303966,0.005171965,0.004212579,0.00290391,0.006546,0.007735438,0.014375904,0.024870571,0.045891414,0.021977023,0.031891552,0.023747125,0.03083589,0.0285718,0.017407174,0.010312291,0.021277792,0.014953315,0.013690138,0.013524804,-0.01213981,-0.007661345,0.010698958,0.036354512,0.0835386,0.033610265,0.050359024,0.041049548,0.22534558,0.20478696,0.165849542,0.137231742,0.215004436,0.22283008,0.20338342,0.157227936,0.099015022,0.01988386,-0.033576571,-0.021968762,0.027725925,0.059004643,0.158554437,0.98883714,0.993627215,0.93827117,0.664901468,0.287434756,-0.14900035,-0.102620038,0.216476956,0.522936072,0.708427207,7.9806815,7.55654625,6.27672933,5.32254752,4.621555938,-0.47835002,-0.70341341,0.1193792,0.634812398,2.094938808,19.44746,19.29728,19.0438632,19.1828522,19.5300455,18.6632437,18.88280481,19.07932052,0.150185,0.245529894,0.244996154,0.822584202,1.231378348,1.181867412,1.242609442,0,0,0,0,0,2.838359332,2.857890902,2.934717576,0,0,0,0.168889268,0.187982659,3.595431415,3.687019748,4.460207119,2.858236335,2.859378504,2.862852616,2.865263917,2.867396769,2.856911268,2.858071375,2.869814691,2.85672889,2.85672889,2.85672889,2.85672889,2.853698212,2.831869774,2.831869774,2.831869774,2.877946952,0,0,0,0,0,0,179,0.58546073
6/29/2010 9:45,2.688775655,488.4,17.5,22.8,33.13,40,0,0,1,45,4.7,-10,13.391515,13.391515,13.36377,13.381681,12.4938308,12.75096403,12.97663827,12.92862602,0.0277455,0.026637265,1.183621543,1.862646997,1.674606081,1.794197625,0.31161246,0.201870722,0.717244089,0.589126551,0.639730466,0.449032788,0.00445193,0.002397045,0.00445193,0.020226626,0.00445193,-0.010211461,0.014191628,0.00308679,0.00438036,0.005708692,0.005540478,0.004509228,0.003406597,0.004951053,0.00329999,-0.10483255,-0.09501937,-0.060748468,-0.048580849,-0.035249907,0.005320753,0.00290138,0.010250279,-0.02625902,-0.019409163,0.009178678,0.011026975,0.004935535,0.013106664,0.011614055,0.010577311,-0.18766403,-0.18611166,-0.14913963,-0.096023254,-0.077215853,0.003161373,-0.003331774,0.017327543,0.53325987,0.49510934,0.333032852,0.314443612,0.303300326,-0.39304237,-0.34886738,-0.116525887,-0.16550869,-0.113784982,-0.36039393,-0.35047166,-0.264073804,-0.209177954,-0.180739129,-0.73705598,-0.7019195,-0.11275878,-0.290690513,-0.1724782,-0.6758317,-0.7105418,-0.790136112,-0.68537505,-0.611745805,-0.98709878,-1.02584389,0.440647853,1.51646601,0.818856097,-8.1266262,-7.6678506,-6.51182723,-3.877602336,-3.63340716,16.979723,16.720025,16.55995,16.4735432,17.3504192,18.4402324,18.22563556,18.58989295,0.259698,0.259389381,0.265188923,1.268840244,1.526758925,1.389429884,1.359042679,0,0,0,0,0,0,2.838359332,2.857890902,0,0,0,0,0,0.187982659,3.595431415,3.687019748,2.827046017,2.830267801,2.831120786,2.83566521,2.843425893,2.855576089,2.852462914,2.859745764,2.822168079,2.822168079,2.822168079,2.822168079,2.822168079,2.822168079,2.822168079,2.822168079,2.862727528,1,1,1,1,0,0,180,1.006466042
6/30/2010 9:30,1.932980822,85.7,18.7,19,6.35,30,0,10,0,315,6.3,9,14.402296,14.402296,14.390098,14.423013,14.4608068,13.47731878,13.3209116,12.92876926,0.0121975,0.048951648,0.588699536,1.356839023,1.754472022,1.755270498,0.08054525,0.04027262,0.01342421,0.01611033,0.117148005,0.378439235,0.011947281,0.007493182,0.011947281,0.03237025,0.011947281,-0.012535268,-0.001318816,-0.004024588,-0.003304764,-0.001027054,-0.001435182,-0.00185095,0.001329139,0.001654081,0.003059203,-0.02370683,-0.02621656,-0.028995036,-0.005128174,-0.040350812,-0.037800359,-0.009903102,0.004014788,-0.030185047,-0.026931404,-0.015832411,0.006019973,-0.010395732,-0.002730098,0.005272532,0.007122043,-0.067527317,-0.074320714,-0.092287917,-0.050985751,-0.066461646,-0.07183875,-0.0200463,0.001479915,0.07542498,0.092321238,0.161701222,0.201490073,0.394613689,0.009530712,0.021554523,0.064345752,0.052222679,-0.218449815,-0.07482041,-0.089374031,-0.147560065,-0.0268016,-0.085102766,0.12636016,0.2169024,0.363746518,0.365738341,-0.22851024,-0.99198443,-0.9717752,-0.92340084,-0.378207867,-0.270426732,0.051401315,-0.617685543,1.455203002,2.482458118,1.015145001,-2.5899868,-2.3110862,-3.75091318,-3.10030648,-1.29987261,16.931063,16.860388,15.974686,16.0204728,16.7177011,17.0340602,17.86605528,18.14330695,0.070675,0.707633219,0.617809998,0.850951795,1.125664395,1.566756801,1.471468687,0,0,0,0,0,0,0,2.857890902,0,0,0,0,0,0,0.187982659,3.687019748,2.806519134,2.806247827,2.806464886,2.8087847,2.814500638,2.829387407,2.842429494,2.846830517,2.795880017,2.795880017,2.795880017,2.795880017,2.795880017,2.795880017,2.795880017,2.795880017,2.828659897,0,0,0,0,0,0,181,0.811575006
7/1/2010 9:35,1.617000341,41.4,19.4,20.9,16.93,150,0,1,0,225,3.4,-10,14.252649,14.252649,14.416288,14.884792,15.6298895,15.0453481,14.19484235,13.80412221,0.1636395,0.527471676,0.963340873,0.989436713,1.601987346,1.761042825,0,0,0,0,0.008861843,0.063004924,0.000347259,0.005048165,0.000347259,0.03301982,0.000347259,-0.01090772,-0.032672561,-0.003374729,-0.003193663,-0.002723814,-0.004547233,-0.00493989,-0.00339542,-0.000760537,0.001612464,0.0503974,0.048204688,0.047404844,0.055777725,0.022648422,-0.008851195,-0.017650766,-0.00179965,-0.01174629,-0.01042766,-0.004047521,-0.003012082,-0.015735283,-0.013065507,-0.00706516,0.00174223,0.09911041,0.094242555,0.071185152,0.082743445,0.047984202,-0.009238722,-0.031897766,-0.005694553,0.3076974,0.29008834,0.270833808,0.369805089,0.316381174,-0.1622043,-0.15515914,-0.16003632,-0.218734928,-0.209701136,0.2614717,0.2450897,0.217704975,0.297240366,0.157978467,-0.52715529,-0.535367065,-0.594130592,-0.593064537,-0.620099173,0.84976897,0.84456354,0.801375318,0.802475308,0.289142124,-3.9971026,-3.1120423,-1.08780356,-1.956939319,-2.059597163,2.717945,3.688398,2.23228163,2.90802328,2.3403515,17.837004,17.76689,16.505662,16.5278938,17.3254817,17.0215914,17.13120067,17.74401788,0.0701145,0.95321948,0.746958961,1.000613819,0.977252678,1.094240427,1.374136723,0,0,0,0,0,0,0,2.838359332,0,0,0,0.188458942,0.188458942,0.188458942,0.188458942,3.60036718,2.783546282,2.785970125,2.787375449,2.789051622,2.793790385,2.804267588,2.817842912,2.833887523,2.779596491,2.779596491,2.779596491,2.779596491,2.779596491,2.779596491,2.779596491,2.779596491,2.806179974,0,0,0,0,0,0,182,0.987666265
7/7/2010 11:55,2.436639632,273.3,15.5,19.4,0,0,0,0,0,135,2.2,-15,10.98113,10.98113,10.26671,9.7443735,9.893806,9.91184744,9.798656021,10.38934611,0.714419502,0.726778162,0.568416572,0.68350047,0.646651066,0.908385322,0.334868,0.312132,0.38797563,0.376282801,0.320051949,0.529533634,-0.00397709,-0.006176136,-0.00397709,0.001802631,-0.00397709,-0.012570579,0.006485487,0.000941689,0.001109548,0.002084871,0.002891956,0.0024024,0.001929274,0.000389742,-0.000465234,-0.026103634,-0.025853457,-0.021431974,-0.010255923,0.007427042,0.014141869,0.035374185,0.053112355,-0.033258477,-0.032059675,-0.01390811,0.001274681,0.009959084,0.007779316,0.008959184,0.009162274,0.010071561,-0.008177549,-0.040335187,-0.015713996,0.021766332,0.042469811,0.06560941,0.089496182,0.17963454,0.14940573,0.10594678,0.103617657,0.335865701,-0.1776237,-0.148119,-0.057125548,-0.039634573,-0.163165591,0.026802812,0.007618058,-0.047962728,-0.002905758,0.242710357,-0.98880591,-0.992042475,-0.403233227,-0.200107522,-0.356710408,0.14920745,0.026076306,-0.590726568,-0.295078239,0.279597654,-2.357752,-2.941148,-1.536708893,-0.044818221,0.533316031,4.85701,3.984632,0.26914587,-0.11485757,1.83704069,20.548304,20.434864,20.0845407,19.941196,20.6603254,20.1614012,20.67184178,20.01701106,0.11344,0.349565785,0.304965765,0.917394255,0.988632274,1.205697931,1.32480525,0,0,0,0,0,1.438303355,1.438303355,1.438303355,1.475778913,1.533469563,1.533469563,1.533469563,1.533469563,3.023114402,3.099013823,3.099013823,2.567026366,2.569490954,2.574378564,2.581540075,2.593097684,2.623487053,2.646523312,2.6839786,2.563481085,2.563481085,2.563481085,2.563481085,2.563481085,2.563481085,2.563481085,2.563481085,2.627365857,0,0,0,0,0,0,188,0.733197265
