surveyDatetime,log_beach_EColi,beach_EColiValue,beach_WaterTemp,beach_AirTemp,beach_LakeshoreCurrVel,beach_NoGulls,beach_PeopleInWater,beach_PeopleOnBeach,beach_WaveHeightManual,beach_WindDirDegrees,beach_WindSpeed,Manitowoc_Discharge_Diff_6,Kewaunee_Discharge_Diff_6,WaterTemperature_Mean_1,WaterTemperature_Mean_2,WaterTemperature_Mean_6,WaterTemperature_Mean_12,WaterTemperature_Mean_24,WaterTemperature_Mean_48,WaterTemperature_Mean_72,WaterTemperature_Mean_120,WaterTemperature_StDev_6,WaterTemperature_StDev_12,WaterTemperature_StDev_24,WaterTemperature_StDev_48,WaterTemperature_StDev_72,WaterTemperature_StDev_120,CloudCover_Mean_1,CloudCover_Mean_2,CloudCover_Mean_6,CloudCover_Mean_12,CloudCover_Mean_24,CloudCover_Mean_48,HeightAboveSeaLevel_Mean_1,HeightAboveSeaLevel_Mean_24,HeightAboveSeaLevel_Max_24,HeightAboveSeaLevel_Min_24,HeightAboveSeaLevel_Diff_24,CurrentDepthAveraged_Mean_1_perp,CurrentDepthAveraged_Mean_2_perp,CurrentDepthAveraged_Mean_6_perp,CurrentDepthAveraged_Mean_12_perp,CurrentDepthAveraged_Mean_24_perp,CurrentDepthAveraged_Mean_48_perp,CurrentDepthAveraged_Mean_72_perp,CurrentDepthAveraged_Mean_120_perp,CurrentDepthAveraged_Mean_1_par,CurrentDepthAveraged_Mean_2_par,CurrentDepthAveraged_Mean_6_par,CurrentDepthAveraged_Mean_12_par,CurrentDepthAveraged_Mean_24_par,CurrentDepthAveraged_Mean_48_par,CurrentDepthAveraged_Mean_72_par,CurrentDepthAveraged_Mean_120_par,CurrentSurface_Mean_1_perp,CurrentSurface_Mean_2_perp,CurrentSurface_Mean_6_perp,CurrentSurface_Mean_12_perp,CurrentSurface_Mean_24_perp,CurrentSurface_Mean_48_perp,CurrentSurface_Mean_72_perp,CurrentSurface_Mean_120_perp,CurrentSurface_Mean_1_par,CurrentSurface_Mean_2_par,CurrentSurface_Mean_6_par,CurrentSurface_Mean_12_par,CurrentSurface_Mean_24_par,CurrentSurface_Mean_48_par,CurrentSurface_Mean_72_par,CurrentSurface_Mean_120_par,WaveHeight_Mean_1,WaveHeight_Mean_2,WaveHeight_Mean_6,WaveHeight_Mean_12,WaveHeight_Mean_24,WaveHeightDirection_Mean_1_perp,WaveHeightDirection_Mean_2_perp,WaveHeightDirection_Mean_6_perp,WaveHeightDirection_Mean_12_perp,WaveHeightDirection_Mean_24_perp,WaveHeightDirection_Mean_1_par,WaveHeightDirection_Mean_2_par,WaveHeightDirection_Mean_6_par,WaveHeightDirection_Mean_12_par,WaveHeightDirection_Mean_24_par,WaveDirection_Mean_1_perp,WaveDirection_Mean_2_perp,WaveDirection_Mean_6_perp,WaveDirection_Mean_12_perp,WaveDirection_Mean_24_perp,WaveDirection_Mean_1_par,WaveDirection_Mean_2_par,WaveDirection_Mean_6_par,WaveDirection_Mean_12_par,WaveDirection_Mean_24_par,Wind_Mean_1_perp,Wind_Mean_2_perp,Wind_Mean_6_perp,Wind_Mean_12_perp,Wind_Mean_24_perp,Wind_Mean_1_par,Wind_Mean_2_par,Wind_Mean_6_par,Wind_Mean_12_par,Wind_Mean_24_par,AirTemperature_Mean_1,AirTemperature_Mean_2,AirTemperature_Mean_6,AirTemperature_Mean_12,AirTemperature_Mean_24,AirTemperature_Mean_48,AirTemperature_Mean_72,AirTemperature_Mean_120,AirTemperature_StDev_6,AirTemperature_StDev_12,AirTemperature_StDev_24,AirTemperature_StDev_48,AirTemperature_StDev_72,AirTemperature_StDev_120,Sqrt.Precipitation.over.upload.neshtah.Sum..1hr,Sqrt.Precipitation.over.upload.neshtah.Sum..2hr,Sqrt.Precipitation.over.upload.neshtah.Sum..6hr,Sqrt.Precipitation.over.upload.neshtah.Sum..12hr,Sqrt.Precipitation.over.upload.neshtah.Sum..24hr,Sqrt.Precipitation.over.upload.neshtah.Sum..48hr,Sqrt.Precipitation.over.upload.neshtah.Sum..72hr,Sqrt.Precipitation.over.upload.neshtah.Sum..120hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..1hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..2hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..6hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..12hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..24hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..48hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..72hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..120hr,log.Manitowoc_Discharge_Mean_1,log.Manitowoc_Discharge_Mean_2,log.Manitowoc_Discharge_Mean_6,log.Manitowoc_Discharge_Mean_12,log.Manitowoc_Discharge_Mean_24,log.Manitowoc_Discharge_Mean_48,log.Manitowoc_Discharge_Mean_72,log.Manitowoc_Discharge_Mean_120,log.Manitowoc_Discharge_Min_1,log.Manitowoc_Discharge_Min_2,log.Manitowoc_Discharge_Min_6,log.Manitowoc_Discharge_Min_12,log.Manitowoc_Discharge_Min_24,log.Manitowoc_Discharge_Min_48,log.Manitowoc_Discharge_Min_72,log.Manitowoc_Discharge_Min_120,log.Manitowoc_Discharge_Max_24,log.Kewaunee_Discharge_Mean_1,log.Kewaunee_Discharge_Mean_2,log.Kewaunee_Discharge_Mean_6,log.Kewaunee_Discharge_Mean_12,log.Kewaunee_Discharge_Mean_24,log.Kewaunee_Discharge_Mean_48,log.Kewaunee_Discharge_Mean_72,log.Kewaunee_Discharge_Mean_120,log.Kewaunee_Discharge_Min_1,log.Kewaunee_Discharge_Min_2,log.Kewaunee_Discharge_Min_6,log.Kewaunee_Discharge_Min_12,log.Kewaunee_Discharge_Min_24,log.Kewaunee_Discharge_Min_48,log.Kewaunee_Discharge_Min_72,log.Kewaunee_Discharge_Min_120,log.Kewaunee_Discharge_Max_24,beach_AlgaeNearshore2,beach_AlgaeNearshore3,beach_AlgaeNearshore4,beach_AlgaeOnBeach2,beach_AlgaeOnBeach3,beach_AlgaeOnBeach4,yday,log.beach_TurbidityBeach
6/9/2010 10:40,1.617000341,41.4,15.7,21,44.82,0,3,0,2,135,12.5,0,47,15.871162,15.871162,15.844649,15.769505,15.1836275,14.98279012,14.91409433,14.96529652,0.026513,0.114391749,0.806137872,0.752622395,0.654082815,0.619713307,0.24412206,0.154077642,0.363468941,0.681702879,0.830398191,0.469766998,-0.01584758,0.00050794,0.01536679,-0.023036698,-0.030390204,-0.001343827,-0.002574048,-0.003182675,-0.003041185,-0.002270243,0.000983259,-0.001021632,-0.003322078,0.04474762,0.04490528,0.063163256,0.103072401,0.102097614,0.038353683,0.004847229,0.01035147,0.02656666,0.02620902,0.023915054,0.009133358,-0.016786113,-0.016978916,-0.013189325,-0.012441743,0.08241448,0.07938086,0.09351322,0.133699799,0.123309943,0.04812332,-0.005764501,0.000969757,0.24027571,0.2397186,0.311697643,0.844685618,0.975899398,-0.080131623,-0.066365268,-0.177080963,-0.773893405,-0.928205497,0.22652006,0.2299129,0.22986422,0.181071814,-0.005671404,-0.33349864,-0.27671458,-0.488382332,-0.741436242,-0.857123955,0.94275058,0.95913306,0.806552065,0.453523593,0.124340108,-0.14585958,0.83563771,2.705923787,-0.745578632,-5.134332691,6.2688525,5.61466025,4.62222828,4.69150418,1.985245067,16.807066,16.60636,15.543848,14.86706254,14.14493046,13.84292225,13.72872875,13.94487539,0.778670796,0.930541769,0.991024402,1.126680453,1.128820311,1.027803443,0,0,0,1.573632845,4.076626158,4.076626158,4.076626158,5.810874036,0,0,0,1.558590373,4.482227841,4.482227841,4.483133377,6.764046425,2.240549248,2.240549248,2.243534102,2.250420002,2.230985072,2.218167748,2.217641841,2.193152437,2.23299611,2.23299611,2.23299611,2.23299611,2.173186268,2.173186268,2.173186268,2.10720997,2.264817823,2.240549248,2.225050696,2.170261715,2.105510185,1.934902258,1.830293479,1.823422059,1.751448477,2.235528447,2.201397124,2.113943352,1.832508913,1.612783857,1.612783857,1.612783857,1.462397998,2.247973266,1,1,1,1,0,0,160,0.687528961
6/24/2010 11:00,1.267171728,18.5,16.3,28.3,9.07,50,15,0,1,270,0.9,-16,30,10.904996,10.904996,10.8736472,11.5636734,12.4171284,12.96768675,14.01510625,14.28057839,0.03134875,0.874741826,1.062650124,1.123235106,1.991828082,1.660238321,0.056227036,0.139712033,0.192254765,0.406762546,0.522754965,0.360568199,-0.000716022,-0.000563065,0.015264552,-0.011998387,-0.005939014,-0.007458055,-0.00711512,-0.007306393,-0.006436326,-0.003359465,-0.003319911,-0.00314689,-0.001892584,-0.03100184,-0.0269884,-0.01619318,-0.008502895,0.007719148,0.016736482,0.01980682,0.019334626,0.028810076,0.032672038,0.038226418,0.044070321,0.034894577,0.027399384,0.02318554,0.017555312,-0.045469368,-0.037828684,-0.024389096,-0.0018924,0.028823421,0.056738534,0.064914833,0.05271798,0.26668605,0.26979928,0.254473042,0.242167253,0.266838972,0.10199273,0.13063276,0.169217555,0.169069648,-0.02153087,-0.24641212,-0.23401381,-0.180471222,-0.027971773,0.08223313,0.38244493,0.4830244,0.683199557,0.701213627,-0.006493776,-0.92397829,-0.8680084,-0.682452925,-0.063624972,0.305972451,5.7980134,6.1187337,6.2230778,6.60736644,3.531295782,1.3439861,1.732467,2.30266615,1.806098071,2.778680019,20.184048,19.927359,19.1061222,18.8091833,19.5825435,19.6536581,19.25320143,18.60834236,0.695024337,0.633617257,1.082954211,1.077877322,1.155431355,1.405865768,0,0,0,0.376972167,0.376972167,2.140769452,3.631490913,3.631490913,0,0,0,0.991845855,1.459105791,2.850027582,4.47889191,4.47889191,2.89181612,2.892873407,2.893090111,2.894637233,2.893240074,2.880384801,2.873629207,2.875189217,2.886490725,2.886490725,2.886490725,2.880813592,2.880813592,2.850646235,2.846955325,2.846955325,2.904174368,2.025305865,2.008600172,1.957032316,1.910037124,1.857935265,1.822004534,1.818608538,1.895444647,2.012837225,1.977723605,1.897627091,1.806179974,1.785329835,1.763427994,1.763427994,1.763427994,2.037426498,0,0,0,0,0,0,175,0.630427875
6/28/2010 10:59,1.139879086,13.8,17.8,24.9,7.62,130,10,0,1,270,6,-10,0,13.671127,13.671127,14.4024742,15.1485631,16.06996781,16.22106659,15.69909548,14.61476148,0.73134725,0.938917762,1.187436658,0.99711484,1.149927069,1.743704797,0.034064963,0.017032482,0.104719172,0.106421498,0.271795603,0.364922713,0.000829213,-0.003756509,0.003038019,-0.01675678,0.001587418,-0.003401151,-0.003771915,-0.003480842,-0.001561426,-0.001912418,-0.007653525,-0.005042712,-0.003520317,-0.018829718,-0.019968448,-0.018027124,-0.004201252,0.019733805,0.018706323,0.030039637,0.018805391,0.068820684,0.069569282,0.046716785,0.031975943,0.037090113,-0.005194166,0.006384478,0.012445695,0.056154466,0.055104748,0.040384301,0.034330804,0.074574377,0.034377359,0.065724467,0.050584817,0.31629968,0.29821032,0.23921754,0.199066507,0.277130918,0.12213616,0.10590946,0.04225459,-0.011434868,-0.140906239,0.29176745,0.27857204,0.2318373,0.184923015,0.182348837,0.38614063,0.35314894,0.14754137,-0.129782889,-0.431685166,0.92243993,0.934902175,0.974486677,0.922720745,0.738203588,5.9997393,5.80998705,4.62539217,3.50442383,1.98517073,4.8969907,5.0723338,4.47589133,4.08801062,4.474759833,19.84772,19.644523,19.167421,19.1923688,19.555238,18.5590584,18.66685,18.87066762,0.394354355,0.311465237,0.835182018,1.256180445,1.100910035,1.161356179,0,0,0,0.5,0.69396582,3.040303218,3.040303218,3.063584775,0,0,0,0.070018069,0.935429856,3.132273777,3.132273777,3.513690019,2.860457795,2.859378504,2.861982214,2.864647518,2.867549978,2.857134606,2.857966586,2.869537379,2.859738566,2.85672889,2.85672889,2.85672889,2.853698212,2.831869774,2.831869774,2.831869774,2.877946952,2.136720567,2.137354111,2.137037455,2.131297797,2.096214585,2.058843415,2.070739563,2.042654253,2.136720567,2.136720567,2.136720567,2.113943352,1.986771734,1.986771734,1.986771734,1.785329835,2.1430148,0,0,0,0,0,0,179,0.6599162
6/29/2010 9:44,2.075911761,119.1,17.3,18.8,9.65,150,29,0,1.5,0,5.5,-5,-6,13.340354,13.340354,14.366648,15.118717,14.3986389,15.41147803,15.63334898,14.94191029,1.0262945,1.048177763,1.133842154,1.401102964,1.327264634,1.526425914,0.25007078,0.20658228,0.6956993,0.602484615,0.633796894,0.463377882,0.006838427,0.001834376,0.014972525,-0.008943249,0.006009214,-0.012579369,-0.010888847,-0.008123013,-0.011752067,-0.009789323,-0.00594375,-0.008455867,-0.004897588,-0.035661247,-0.027231304,-0.008644802,-0.008822593,-0.015988981,0.003009032,0.007792428,0.013404477,0.016597797,0.027109248,0.065130848,0.033128717,0.01051319,0.020633252,-0.000103998,0.007450571,-0.1480763,-0.12145046,-0.063192298,-0.019880855,-0.037600686,0.019351583,0.009916138,0.035444286,0.5913133,0.555244535,0.409420803,0.389376935,0.348923837,0.06993452,0.069440515,0.065746142,0.040417967,0.054280052,-0.5871632,-0.55087028,-0.403845215,-0.383591523,-0.254925971,0.11826983,0.12553488,0.167710468,0.141382339,0.225100509,-0.99298149,-0.992062175,-0.985255935,-0.975621634,-0.617263929,6.217312,5.81111545,5.15579515,3.992278332,3.337234761,-5.307383,-5.01916165,-4.11186622,-1.697469421,-2.082159173,16.948563,16.701612,16.455688,16.4508586,17.2309691,18.3534968,18.10720494,18.40645679,0.361869188,0.298991709,1.180449109,1.53445573,1.372109727,1.274422652,0,0,0,0,0,0.69396582,3.040303218,3.040303218,0,0,0,0,0,0.935429856,3.132273777,3.132273777,2.828659897,2.831101565,2.831658652,2.836115148,2.843786975,2.855749265,2.852569039,2.859898698,2.825426118,2.825426118,2.825426118,2.825426118,2.825426118,2.825426118,2.825426118,2.825426118,2.862727528,2.017033339,2.017033339,2.026533265,2.041392685,2.077149795,2.083072412,2.063708559,2.07747692,2.012837225,2.012837225,2.012837225,2.012837225,2.012837225,1.986771734,1.986771734,1.986771734,2.136720567,1,1,0,1,0,0,180,2.26245109
6/30/2010 9:44,1.537819095,34.5,18.1,20.5,0,100,0,0,1.5,45,2.1,9,-5,13.353458,13.353458,14.011234,14.549808,14.54233956,14.47048922,15.12176521,15.20596735,0.657776,0.716154635,0.963627329,1.054632781,1.336457729,1.267226857,0.0949013,0.0474506,0.0158169,0.025358813,0.114844521,0.374320707,0.004278764,0.006188094,0.019749038,-0.01715884,-0.006566509,-0.002698471,-0.002780996,-0.003029454,0.008367406,0.003915399,-0.002936962,-0.002657367,-0.004114191,-0.05444984,-0.054531485,-0.041475937,1.65E-05,-0.022210864,-0.019099922,-0.0053976,0.010848855,-0.009114091,-0.003654284,0.033014406,0.060794652,0.018140615,0.014326902,0.019802373,0.009164334,-0.08867865,-0.087765635,-0.077334036,0.001586964,-0.027657543,-0.032629114,0.003681875,0.02691581,0.047407996,0.064953706,0.134760954,0.192554836,0.420272325,0.039067687,0.060145584,0.131262868,0.03034204,-0.048641743,-0.026855799,-0.020654581,-0.021432519,0.054582254,-0.231592081,0.82407379,0.904303905,0.956634368,0.495462558,0.106138292,-0.56648247,-0.370838,-0.21078781,0.148267437,-0.288918605,0.9674312,1.0077573,3.80084892,3.94890366,1.56093938,-1.587517,-1.6711659,-0.78099136,0.186142878,0.126110043,16.801746,16.686896,15.866078,15.9453311,16.6196919,16.9253305,17.77556181,17.96215162,0.675373628,0.635052759,0.831859418,1.065898706,1.571109142,1.373667033,0,0,0,0,0,0,0.69396582,3.040303218,0,0,0,0,0,0,0.935429856,3.132273777,2.806519134,2.806247827,2.806464886,2.8087847,2.814500638,2.829387407,2.842429494,2.846830517,2.795880017,2.795880017,2.795880017,2.795880017,2.795880017,2.795880017,2.795880017,2.795880017,2.828659897,1.860338007,1.86332286,1.876967967,1.897517129,1.93906975,2.013553431,2.040167036,2.048752458,1.857332496,1.857332496,1.857332496,1.857332496,1.857332496,1.857332496,1.857332496,1.857332496,2.012837225,1,1,1,1,0,0,181,0.958085849
7/1/2010 10:05,1.903632516,80.1,20,18.7,5.842,120,2,0,1,135,5.7,-10,-3,16.416712,16.416712,16.169941,15.990973,15.6893699,15.1812729,14.88418519,15.41893775,0.246770999,0.288939992,0.42641935,0.803488678,1.056253297,1.223126433,0.122987755,0.061493878,0.020497959,0.01024898,0.010765956,0.045118762,0.003206553,0.004619891,0.01545721,-0.005327274,-0.012250657,0.005062499,0.005192665,0.005254778,0.008593622,0.007147686,0.005794636,0.000442731,-0.002795771,0.04014195,0.03796839,0.030302118,0.031835777,0.003910208,-0.009074423,-0.011912226,0.000335194,-0.02886482,-0.021338672,-0.004407649,0.010604436,-0.014076369,0.001666697,0.003654039,0.000114757,0.02874117,0.025803928,0.023826809,0.03800613,0.004715376,-0.009486946,-0.022119391,0.000479309,0.5558474,0.56232555,0.399376223,0.445143392,0.384585118,-0.5436586,-0.54605375,-0.391514638,-0.439841259,-0.330217339,-0.1157657,-0.1332841,-0.012523807,0.016067784,-0.059201412,-0.97807162,-0.971143205,-0.982664385,-0.988562205,-0.734140474,-0.20826882,-0.23669556,0.021758127,0.05601557,-0.262035305,-6.021676,-4.9560865,-3.86002613,-3.70866438,-3.7083306,0.1635236,-0.35942826,0.47296671,-0.411009353,-0.028375928,18.059479,17.910406,17.0453083,16.7529223,17.3387391,16.9944761,17.03182251,17.64271688,0.818408512,0.695994947,0.815874702,0.9030008,0.955259387,1.318520346,0,0,0,0,0,0,0,3.040303218,0,0,0,0,0,0,0,3.132273777,2.783331763,2.784260583,2.786779806,2.788698537,2.793329313,2.803837298,2.817312784,2.833607946,2.782472624,2.779596491,2.779596491,2.779596491,2.779596491,2.779596491,2.779596491,2.779596491,2.806179974,1.740362689,1.744292983,1.750739751,1.763128377,1.795741021,1.871456174,1.950184672,1.996402209,1.73239376,1.73239376,1.73239376,1.73239376,1.73239376,1.73239376,1.73239376,1.73239376,1.857332496,0,0,0,0,0,0,182,0.687528961
7/6/2010 11:20,1.037426498,10.9,10.7,15,16.21,150,10,0,0.75,135,4.1,-16,4,11.364358,11.364358,11.161124,11.346388,12.275567,11.9957016,12.01017402,13.11128589,0.2032335,0.341556497,1.003654326,0.803138301,0.704436334,1.741928986,0.8572085,0.79473195,0.8262291,0.772041324,0.754593972,0.751407665,-0.011989241,-0.007103407,0.002858156,-0.014811599,-0.003303442,0.00167459,0.001255146,0.000527424,0.00180201,0.004214455,0.007665179,0.00983296,0.008421189,0.0480205,0.04434476,0.034963174,0.030585999,0.021288431,0.05866654,0.07491831,0.085782629,0.012460375,0.00852259,0.003048149,0.012065827,0.002892213,0.012210911,0.013174409,0.011860019,0.14963162,0.13615956,0.098521553,0.091687847,0.068053821,0.102963241,0.123277766,0.142372587,0.8187503,0.814825,0.812349145,0.749305517,0.618247987,-0.7751765,-0.77867935,-0.786260553,-0.727986837,-0.597417836,0.2635402,0.2387156,0.201970662,0.175840128,0.156662583,-0.94678012,-0.95568288,-0.967915335,-0.971868636,-0.966183143,0.32188103,0.29282544,0.248522257,0.23347579,0.253713188,-3.410611,-3.878156,-5.05633518,-5.14627978,-5.073147408,6.467808,6.257037,3.93599963,3.026231571,2.307096956,19.85534,19.797406,18.9027568,18.8010631,19.0382385,20.0047668,19.57499158,19.10488681,0.724870774,0.63624459,0.579444074,1.286151662,1.251408602,1.178064615,0,0,0,0.464525511,1.125263458,1.125263458,1.125263458,1.125263458,0,0,1.122963757,1.991473675,2.37008223,2.557889438,2.557889438,2.557889438,2.630427875,2.632457292,2.636487896,2.642217129,2.65270071,2.671802067,2.689564565,2.718421964,2.62324929,2.62324929,2.62324929,2.62324929,2.62324929,2.62324929,2.62324929,2.62324929,2.682145076,1.612783857,1.610660163,1.595496222,1.574725584,1.549738731,1.535040813,1.547245356,1.593286067,1.612783857,1.602059991,1.568201724,1.531478917,1.51851394,1.505149978,1.505149978,1.505149978,1.612783857,0,0,0,0,0,0,187,0.57634135
7/8/2010 10:15,0.612783857,4.1,12.1,17.9,0,60,0,0,0.5,180,3.1,-13,3,13.1187935,13.1187935,13.0325772,13.3947981,14.09222831,13.28598366,12.9491781,12.52049788,0.08621625,0.465824241,0.911907339,1.161619283,1.209224078,1.108209243,0.9877383,0.98716245,0.798696967,0.80738107,0.611465625,0.47550834,-0.005262124,-0.002427742,0.006051834,-0.00795993,-0.007201637,0.001783061,0.001163546,0.000139515,-0.001524531,-0.005040998,-0.005671823,-0.002284337,0.003756046,0.06056243,0.0595361,0.05928379,0.05889707,0.048927078,0.044394353,0.036206503,0.062833284,0.043081744,0.041032778,0.03500991,0.021917413,-0.007926333,-0.004099324,-0.001479609,0.006302561,0.10581419,0.10677571,0.10850309,0.10955648,0.080512139,0.082927172,0.076393029,0.107034864,0.21823637,0.22602496,0.240983837,0.247854624,0.21074268,-0.18739317,-0.19380593,-0.200445693,-0.201706918,-0.146400141,0.11185219,0.11630252,0.13340598,0.143256859,0.03111104,-0.85867068,-0.85749422,-0.83304695,-0.817636638,-0.664372599,0.51252772,0.51448852,0.551698103,0.572537459,0.035946221,-1.4507165,-1.584815,-1.5307622,-2.14722063,-2.389153522,2.1299043,2.9602675,3.11291505,2.977465682,1.117826909,18.89582,19.315532,19.5286112,19.2487353,19.2516833,19.4879137,19.34067903,19.53197258,0.363281579,0.425439533,0.470382787,0.755142843,0.735026805,1.08274963,0,0,0.65627895,1.380627466,2.448501603,2.448501603,2.694694408,2.694694408,0,0,0.360578939,1.425707423,2.666102877,2.6665231,3.567581144,3.695016078,2.535040813,2.535420718,2.539703239,2.546135321,2.556169779,2.577008982,2.604406431,2.648939334,2.530199698,2.522444234,2.522444234,2.522444234,2.522444234,2.522444234,2.522444234,2.522444234,2.580924976,1.655138435,1.651278014,1.635182049,1.629613445,1.633064273,1.645520515,1.614696888,1.589089092,1.653212514,1.643452676,1.62324929,1.62324929,1.62324929,1.612783857,1.51851394,1.505149978,1.662757832,0,0,0,0,0,0,189,0.432969291
7/12/2010 9:15,1.784617293,60.9,14.9,22.9,1.27,200,0,0,0.5,0,0,-8,2,10.89837,10.89837,10.600774,10.065504,10.372592,12.70099184,13.25762181,13.69150295,0.297596,0.580632739,0.64113695,2.792102915,2.623697332,2.181233478,0.17343837,0.44626708,0.538418453,0.698457252,0.554591268,0.353038018,-0.006063324,-0.003630448,0.003339005,-0.007805973,-0.002605148,-0.007023518,-0.007011762,-0.005555568,-0.00376725,0.000292131,0.000803949,-0.000125195,-0.000889078,0.009468837,0.008757993,0.01180719,0.020471785,0.033718471,0.029445222,0.014114699,0.022413345,0.0479941,0.04071655,0.014704131,0.01461331,0.026612026,0.020706779,0.024297898,0.015313033,0.0415499,0.0477539,0.057239288,0.051447283,0.084692419,0.078292386,0.056107153,0.058962526,0.085746005,0.093264573,0.176028416,0.148120674,0.287506608,0.084690362,0.077196273,-0.056166038,-0.073541288,-0.190250409,0.013413423,0.043103302,0.128194974,0.096808275,0.19023537,0.98768872,0.839647155,-0.06757563,-0.311636352,-0.436857051,0.15643205,0.43935371,0.684216083,0.513224301,0.628610783,2.779208,3.6583372,2.497013195,0.811150848,-0.381145097,-1.346402,-1.3717802,1.0954026,1.177430632,2.582984479,21.064796,20.742505,19.7621843,19.3552767,20.295686,20.5027554,20.7867446,20.33052073,0.808814938,0.867553274,1.514828654,1.435114808,1.354167847,1.270383249,0,0,0,0.609498039,1.229568941,1.299626754,1.299626754,2.772037121,0,0,0,0.176782129,3.364525365,3.433559708,3.433559708,4.423822606,2.243038049,2.244277121,2.248953615,2.263399331,2.270958185,2.312875222,2.354204511,2.433262461,2.23299611,2.23299611,2.23299611,2.23299611,2.23299611,2.23299611,2.23299611,2.23299611,2.303196057,1.77815125,1.77815125,1.772101569,1.779668627,1.762978491,1.790749477,1.837361132,1.79560198,1.77815125,1.77815125,1.763427994,1.763427994,1.707570176,1.707570176,1.707570176,1.62324929,1.806179974,0,0,0,0,0,0,193,0.507855872
7/13/2010 10:45,2.265289626,184.2,16.8,21.8,18.14,100,10,0,0.5,45,6.6,3,-1,13.8614025,13.8614025,13.4578562,13.9725579,14.11574988,12.37277806,13.1324281,13.68156734,0.40354625,0.698190835,1.165150234,2.003425238,2.481447684,2.216092441,0.8097162,0.50473182,0.1691677,0.107092816,0.252010987,0.415560975,0.001521433,-0.002862024,0.005612765,-0.012359349,0.010714706,-0.012733593,-0.012777427,-0.013030512,-0.013291003,-0.012204315,-0.006183956,-0.003640098,-0.002288497,0.00399414,0.003353134,0.002338761,0.005027793,0.008389119,0.020388875,0.022546823,0.014190092,-0.06734186,-0.056249645,-0.027974285,-0.016115959,-0.02955402,-0.000870234,0.004489627,0.011925823,-0.105901,-0.098991705,-0.073061977,-0.046352234,-0.047967135,0.016878612,0.036602259,0.033385059,0.5811209,0.52976079,0.418200195,0.326296886,0.224441249,-0.08026599,-0.072263623,-0.032017661,0.009083401,0.016227416,-0.5755509,-0.52480799,-0.416119305,-0.320979909,-0.219055949,-0.13812271,-0.13622394,-0.06389233,0.095919012,0.158504504,-0.99041512,-0.990676215,-0.995824665,-0.972970339,-0.957358939,0.15702396,0.52723448,2.025814827,2.67132888,2.04296573,-5.1762992,-5.0467646,-4.41995162,-3.89121439,-3.412254984,20.558641,20.296284,19.471954,19.320163,20.0064343,20.1089238,20.31951372,20.492612,0.723899748,0.602903957,0.83367864,1.189275892,1.279399796,1.206439141,0,0,0,0,0,1.229568941,1.299626754,1.299626754,0,0,0,0.065861924,0.144923639,3.36764514,3.436616816,3.532826612,2.209515015,2.213252052,2.212453961,2.216693599,2.223080398,2.246005904,2.28171497,2.362384446,2.201397124,2.201397124,2.201397124,2.201397124,2.201397124,2.201397124,2.201397124,2.201397124,2.252853031,1.698970004,1.703291378,1.70612011,1.714413592,1.737987326,1.751610089,1.771616874,1.812859902,1.698970004,1.698970004,1.698970004,1.698970004,1.698970004,1.698970004,1.698970004,1.672097858,1.77815125,0,0,0,0,0,0,194,0.444044796
