surveyDatetime,log_beach_EColi,beach_EColiValue,beach_WaterTemp,beach_AirTemp,beach_PeopleInWater,beach_PeopleOnBeach,beach_WaveHeightManual,beach_WindDirDegrees,beach_WindSpeed,NWIS_Manitowoc_Discharge_Diff_6,Kewaunee_Discharge_Diff_6,WaterTemperature_Mean_1,WaterTemperature_Mean_2,WaterTemperature_Mean_6,WaterTemperature_Mean_12,WaterTemperature_Mean_24,WaterTemperature_Mean_48,WaterTemperature_Mean_72,WaterTemperature_Mean_120,WaterTemperature_StDev_6,WaterTemperature_StDev_12,WaterTemperature_StDev_24,WaterTemperature_StDev_48,WaterTemperature_StDev_72,WaterTemperature_StDev_120,CloudCover_Mean_1,CloudCover_Mean_2,CloudCover_Mean_6,CloudCover_Mean_12,CloudCover_Mean_24,CloudCover_Mean_48,HeightAboveSeaLevel_Mean_1,HeightAboveSeaLevel_Mean_24,HeightAboveSeaLevel_Max_1,HeightAboveSeaLevel_Max_24,HeightAboveSeaLevel_Min_1,HeightAboveSeaLevel_Min_24,HeightAboveSeaLevel_Diff_24,CurrentDepthAveraged_Mean_1_perp,CurrentDepthAveraged_Mean_2_perp,CurrentDepthAveraged_Mean_6_perp,CurrentDepthAveraged_Mean_12_perp,CurrentDepthAveraged_Mean_24_perp,CurrentDepthAveraged_Mean_48_perp,CurrentDepthAveraged_Mean_72_perp,CurrentDepthAveraged_Mean_120_perp,CurrentDepthAveraged_Mean_1_par,CurrentDepthAveraged_Mean_2_par,CurrentDepthAveraged_Mean_6_par,CurrentDepthAveraged_Mean_12_par,CurrentDepthAveraged_Mean_24_par,CurrentDepthAveraged_Mean_48_par,CurrentDepthAveraged_Mean_72_par,CurrentDepthAveraged_Mean_120_par,CurrentSurface_Mean_1_perp,CurrentSurface_Mean_2_perp,CurrentSurface_Mean_6_perp,CurrentSurface_Mean_12_perp,CurrentSurface_Mean_24_perp,CurrentSurface_Mean_48_perp,CurrentSurface_Mean_72_perp,CurrentSurface_Mean_120_perp,CurrentSurface_Mean_1_par,CurrentSurface_Mean_2_par,CurrentSurface_Mean_6_par,CurrentSurface_Mean_12_par,CurrentSurface_Mean_24_par,CurrentSurface_Mean_48_par,CurrentSurface_Mean_72_par,CurrentSurface_Mean_120_par,WaveHeight_Mean_1,WaveHeight_Mean_2,WaveHeight_Mean_6,WaveHeight_Mean_12,WaveHeight_Mean_24,WaveHeightDirection_Mean_1_perp,WaveHeightDirection_Mean_2_perp,WaveHeightDirection_Mean_6_perp,WaveHeightDirection_Mean_12_perp,WaveHeightDirection_Mean_24_perp,WaveHeightDirection_Mean_1_par,WaveHeightDirection_Mean_2_par,WaveHeightDirection_Mean_6_par,WaveHeightDirection_Mean_12_par,WaveHeightDirection_Mean_24_par,WaveDirection_Mean_1_perp,WaveDirection_Mean_2_perp,WaveDirection_Mean_6_perp,WaveDirection_Mean_12_perp,WaveDirection_Mean_24_perp,WaveDirection_Mean_1_par,WaveDirection_Mean_2_par,WaveDirection_Mean_6_par,WaveDirection_Mean_12_par,WaveDirection_Mean_24_par,Wind_Mean_1_perp,Wind_Mean_2_perp,Wind_Mean_6_perp,Wind_Mean_12_perp,Wind_Mean_24_perp,Wind_Mean_1_par,Wind_Mean_2_par,Wind_Mean_6_par,Wind_Mean_12_par,Wind_Mean_24_par,AirTemperature_Mean_1,AirTemperature_Mean_2,AirTemperature_Mean_6,AirTemperature_Mean_12,AirTemperature_Mean_24,AirTemperature_Mean_48,AirTemperature_Mean_72,AirTemperature_Mean_120,AirTemperature_StDev_2,AirTemperature_StDev_6,AirTemperature_StDev_12,AirTemperature_StDev_24,AirTemperature_StDev_48,AirTemperature_StDev_72,AirTemperature_StDev_120,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..1hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..2hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..6hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..12hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..24hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..48hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..72hr,Sqrt.Precipitation.over.upload.Twin_Rivers.Sum..120hr,Sqrt.Precipitation.over.upload.PointBeaches.Sum..1hr,Sqrt.Precipitation.over.upload.PointBeaches.Sum..2hr,Sqrt.Precipitation.over.upload.PointBeaches.Sum..6hr,Sqrt.Precipitation.over.upload.PointBeaches.Sum..12hr,Sqrt.Precipitation.over.upload.PointBeaches.Sum..24hr,Sqrt.Precipitation.over.upload.PointBeaches.Sum..48hr,Sqrt.Precipitation.over.upload.PointBeaches.Sum..72hr,Sqrt.Precipitation.over.upload.PointBeaches.Sum..120hr,log.NWIS_Manitowoc_Discharge_Mean_1,log.NWIS_Manitowoc_Discharge_Mean_2,log.NWIS_Manitowoc_Discharge_Mean_6,log.NWIS_Manitowoc_Discharge_Mean_12,log.NWIS_Manitowoc_Discharge_Mean_24,log.NWIS_Manitowoc_Discharge_Mean_48,log.NWIS_Manitowoc_Discharge_Mean_72,log.NWIS_Manitowoc_Discharge_Mean_120,log.NWIS_Manitowoc_Discharge_Min_1,log.NWIS_Manitowoc_Discharge_Min_2,log.NWIS_Manitowoc_Discharge_Min_6,log.NWIS_Manitowoc_Discharge_Min_12,log.NWIS_Manitowoc_Discharge_Min_24,log.NWIS_Manitowoc_Discharge_Min_48,log.NWIS_Manitowoc_Discharge_Min_72,log.NWIS_Manitowoc_Discharge_Min_120,log.NWIS_Manitowoc_Discharge_Max_24,log.Kewaunee_Discharge_Mean_1,log.Kewaunee_Discharge_Mean_2,log.Kewaunee_Discharge_Mean_6,log.Kewaunee_Discharge_Mean_12,log.Kewaunee_Discharge_Mean_24,log.Kewaunee_Discharge_Mean_48,log.Kewaunee_Discharge_Mean_72,log.Kewaunee_Discharge_Mean_120,log.Kewaunee_Discharge_Min_1,log.Kewaunee_Discharge_Min_2,log.Kewaunee_Discharge_Min_6,log.Kewaunee_Discharge_Min_12,log.Kewaunee_Discharge_Min_24,log.Kewaunee_Discharge_Min_48,log.Kewaunee_Discharge_Min_72,log.Kewaunee_Discharge_Min_120,log.Kewaunee_Discharge_Max_24,beach_AlgaeNearshore2,beach_AlgaeNearshore3,beach_AlgaeNearshore4,beach_AlgaeOnBeach2,beach_AlgaeOnBeach3,beach_AlgaeOnBeach4,yday,log.beach_TurbidityBeach
6/10/2010 9:58,1.550228353,35.5,16,15.8,0,0,0.33,45,2.7,13,-20,12.693932,12.693932,12.785391,13.029858,13.8660304,13.1501408,13.2884818,13.6517844,0.091459,0.273655792,0.955217839,1.278285535,1.222851774,1.117684964,0.039653264,0.024897679,0.017042584,0.06050002,0.179028427,0.515159828,-0.004226649,-0.007218672,-0.004226649,0.003320781,-0.004226649,-0.018230291,0.008024699,0.022292379,0.022252848,0.021083184,0.020216856,0.016491292,0.005793227,0.001487551,-0.000761665,0.04984847,0.05158104,0.044851537,0.06203871,0.09485375,0.106354002,0.036596821,0.001208756,0.0243443,0.023928845,0.010269857,-0.000227522,0.016504625,0.023131221,0.011277335,-0.001049744,0.02067144,0.025893942,0.012655531,0.008651917,0.041268269,0.122295145,0.048596393,-0.01120917,0.22077858,0.22545714,0.251525623,0.185142254,0.23993382,-0.034481584,-0.02211042,-0.000770192,0.02376203,0.097712251,-0.21806926,-0.22399938,-0.250914432,-0.150985368,0.043639985,-0.15618174,-0.099250681,-0.008226862,0.258886629,0.414961915,-0.98772833,-0.993416225,-0.997335332,-0.627598333,0.094396062,-0.08046607,0.510338965,2.456074672,2.728539044,5.052718989,-2.956265,-3.759193,-3.24356323,-2.9460392,-1.441380856,15.489639,15.121018,14.250417,14.6616041,16.0748955,15.03104684,14.51145409,14.24272925,0.368621,0.679411711,0.755395621,1.556249413,1.62229103,1.645181564,1.467963047,0,0,0,0,0,4.482227841,4.482227841,6.403133431,0,0,0,0,0,4.379267467,4.379267467,5.836870139,2.292256071,2.290924559,2.282848603,2.273232834,2.256501266,2.243112493,2.231291146,2.215954644,2.290034611,2.283301229,2.260071388,2.252853031,2.214843848,2.173186268,2.173186268,2.10720997,2.29666519,2.255272505,2.261024834,2.277150614,2.293362555,2.290235009,2.142420754,2.037705313,1.942890635,2.252853031,2.252853031,2.252853031,2.252853031,2.235528447,1.612783857,1.612783857,1.579783597,2.315970345,1,0,0,1,0,0,161,0.487138375
6/14/2010 10:06,0.477121255,3,16.8,15.9,0,3,2,45,9.1,3,-10,14.127741,14.127741,13.832042,14.309997,14.9478062,14.5135464,14.54932781,14.14420151,0.295699001,0.599749001,0.864880489,0.7709898,0.74948524,1.073166796,0.9141811,0.89546345,0.889705323,0.932903837,0.89416955,0.938542463,0.003006178,0.004084753,0.003006178,0.015833378,0.003006178,-0.005077513,-0.005050066,-0.000174214,-0.000223091,-0.000531501,-0.000577812,-0.000451439,-0.001435593,-0.001324297,0.00197658,-0.06487224,-0.06524684,-0.065546345,-0.063346121,-0.078064208,-0.100482491,-0.08656891,-0.041882289,-0.07969558,-0.07808072,-0.04900756,-0.005164712,-0.012931413,-0.020269913,-0.016612583,-0.004011424,-0.1167073,-0.1279236,-0.15060777,-0.098515024,-0.094678175,-0.132540293,-0.10304464,-0.047088512,0.11345731,0.11212029,0.083628524,0.058832684,0.065569136,-0.01204279,-0.013926342,-0.011938116,-0.004766506,-0.032579219,-0.11281637,-0.11123286,-0.081843233,-0.031033959,-0.02820467,-0.1061438,-0.12442696,-0.063282147,0.093949876,-0.39343698,-0.99435079,-0.99205766,-0.965874508,-0.276633981,-0.215577565,-2.140916,-1.68848,-1.74754747,-0.225029743,-0.809666188,-3.209999,-2.742458,-2.74233043,-1.55472202,-0.127563811,15.27049,15.363172,15.235741,15.39614004,15.93948198,15.43510853,15.30444901,15.18414006,0.092682,0.172803512,0.422738262,0.84586327,0.845729985,0.812879754,1.186476941,0,0,0,0,0.737648479,0.7454079,3.058829173,3.922148829,0,0,0,0,1.196041166,1.196041166,3.012701635,4.222857555,2.334453751,2.33405144,2.33725954,2.340027468,2.340800923,2.333265861,2.31768734,2.297869891,2.33243846,2.326335861,2.326335861,2.326335861,2.326335861,2.283301229,2.260071388,2.214843848,2.348304863,2.139879086,2.14176323,2.149527014,2.161068385,2.1823005,2.22474019,2.19248382,2.203468052,2.136720567,2.136720567,2.136720567,2.136720567,2.136720567,2.136720567,2.053078443,2.053078443,2.227886705,1,0,0,0,0,0,165,0.338456494
6/14/2010 10:50,0.875061263,7.5,17.2,15.7,0,0,2,45,10.9,0,-7,15.02109,15.02109,14.967996,15.2197464,15.43875119,14.89217812,14.89998821,14.68626635,0.053094,0.268452198,0.488496111,0.675586198,0.605128919,0.812663365,0.91096944,0.89268127,0.885980758,0.9315825,0.892369243,0.937223938,0.00428203,0.004153842,0.00428203,0.014588774,0.00428203,-0.005368192,-0.003419796,-0.006033905,-0.005720725,-0.005888654,-0.006740089,-0.007331901,-0.007573921,-0.005675296,0.001966171,-0.07343609,-0.07365522,-0.074707473,-0.073688182,-0.089178004,-0.113392753,-0.096659951,-0.036909289,-0.086412518,-0.083383969,-0.046031651,-0.005644255,-0.011727098,-0.01921815,-0.016391087,-0.006581173,-0.11406304,-0.12472887,-0.13883612,-0.09605707,-0.095635842,-0.14142107,-0.10909264,-0.042438224,0.11560071,0.11284698,0.083988273,0.058721058,0.066550927,-0.015448509,-0.018197842,-0.013684162,-0.005835892,-0.034349486,-0.11456382,-0.11132296,-0.081911726,-0.031445251,-0.029137318,-0.1336368,-0.16195219,-0.076342677,0.079691608,-0.40409911,-0.99103038,-0.986381325,-0.962990503,-0.27307267,-0.224433666,-2.1163127,-1.6945637,-1.726951777,-0.2193121,-0.877097021,-3.3918652,-2.9278844,-2.8585488,-1.60430825,-0.132235129,15.247739,15.33092,15.239616,15.36977579,15.91513435,15.41285406,15.30273183,15.18356673,0.0831805,0.145324634,0.38225845,0.823021043,0.828990503,0.799792102,1.176780469,0,0,0,0,0.737648479,0.7454079,3.058829173,3.922148829,0,0,0,0,1.196041166,1.196041166,3.012701635,4.222857555,2.336459734,2.335457901,2.336859821,2.339650158,2.340543258,2.333950804,2.318397279,2.298438225,2.33243846,2.33243846,2.326335861,2.326335861,2.326335861,2.283301229,2.260071388,2.214843848,2.348304863,2.136720567,2.138302698,2.146438135,2.158362492,2.179436883,2.222794481,2.193152437,2.202787915,2.136720567,2.136720567,2.136720567,2.136720567,2.136720567,2.136720567,2.053078443,2.053078443,2.220108088,1,0,0,0,0,0,165,0.487138375
6/15/2010 10:05,1.298853076,19.9,19.2,12.6,0,0,2.5,0,6.1,0,-8,15.19387,15.19387,15.148464,15.179514,15.3710002,15.2010718,14.7390446,14.62746832,0.045406,0.064678421,0.230874449,0.457109679,0.763165363,0.711054845,1,1,1,0.990945136,0.943927412,0.919865195,0.003968916,0.005764153,0.003968916,0.017773258,0.003968916,-0.008290321,-0.009289932,-0.000134971,-0.000276671,-0.000943579,-0.001213025,-0.001614111,-9.08E-05,0.000426693,5.73E-05,-0.0482999,-0.047189826,-0.047594948,-0.056100565,-0.054397781,-0.062966909,-0.078418279,-0.05851299,0.018491758,0.019596704,-0.003168737,-0.028266062,-0.027836662,-0.014499895,-0.016341831,-0.015290035,-0.049699056,-0.035496878,-0.00984233,-0.052132592,-0.061886703,-0.072271047,-0.100602792,-0.060533154,0.51941097,0.46769754,0.379184998,0.362985964,0.350501483,-0.46220875,-0.4096782,-0.30829401,-0.272466422,-0.239001676,-0.23696165,-0.2251208,-0.217378402,-0.23530123,-0.251149285,-0.88987099,-0.87421589,-0.80421336,-0.743728743,-0.669252151,-0.45621225,-0.48446202,-0.586423745,-0.657905592,-0.727983714,-3.45458,-3.5721576,-2.99199277,-2.68426698,-2.59434607,-2.486854,-2.1217047,-0.58163864,-1.573186903,-2.802517018,15.130797,15.316448,15.7070046,15.61516246,15.448484,15.70833577,15.45491557,15.06206098,0.185651,0.323636122,0.312521062,0.341703795,0.713219894,0.735093828,0.910124737,0,0,0,0,0.090630094,0.743195192,0.750897298,3.923195797,0,0,0.229435211,0.229435211,0.325230896,1.239471503,1.239471503,4.235363157,2.320146286,2.317227349,2.318063335,2.320665467,2.326724913,2.333809875,2.331082964,2.311414767,2.320146286,2.309630167,2.309630167,2.309630167,2.309630167,2.309630167,2.283301229,2.240549248,2.338456494,2.004321374,2.008600172,2.01911629,2.035829825,2.072801149,2.130976692,2.179752807,2.159507037,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.136720567,1,1,0,0,0,0,166,0.089905111
6/15/2010 10:16,1.294466226,19.7,21.2,16.9,0,0,2,0,4.7,0,-6,15.240494,15.240494,15.108574,14.920518,14.8401642,14.8939852,14.622419,14.59728121,0.1319205,0.212868007,0.233285482,0.635701887,0.661914427,0.628845883,1,1,1,0.989918227,0.942938628,0.918554089,0.003847931,0.005700883,0.003847931,0.016297372,0.003847931,-0.008080843,-0.007547185,0.00265614,0.002957128,0.002763344,0.002044327,0.00180137,0.000674965,-0.000356605,0.000193839,-0.0500054,-0.04847596,-0.050018535,-0.06092931,-0.059946688,-0.069005448,-0.086970557,-0.064568488,0.026949528,0.026927956,-0.001728044,-0.024666805,-0.023863859,-0.018397636,-0.021467895,-0.014408144,-0.042720451,-0.029128936,-0.007810902,-0.0638233,-0.081466581,-0.088072378,-0.115515723,-0.068588446,0.5202284,0.47165071,0.383098417,0.367312682,0.354676187,-0.4659286,-0.41631334,-0.313396703,-0.276489658,-0.240564315,-0.2314047,-0.22120508,-0.21648251,-0.236704262,-0.254630402,-0.89562312,-0.881186005,-0.809087012,-0.745780642,-0.664750743,-0.4448137,-0.47177924,-0.578644085,-0.654330166,-0.729910751,-3.7233142,-3.8143071,-3.1853924,-2.82207833,-2.66487155,-2.1116052,-1.7157526,-0.37088715,-1.484262133,-2.859654312,15.185442,15.344984,15.679193,15.58733238,15.41697731,15.67822965,15.42906479,15.0586142,0.159542,0.275972809,0.280298863,0.322022859,0.691262959,0.715177437,0.892257078,0,0,0,0,0.090630094,0.743195192,0.750897298,3.923195797,0,0,0.229435211,0.229435211,0.325230896,1.239471503,1.239471503,4.235363157,2.320146286,2.317227349,2.318063335,2.32054092,2.326520192,2.3336689,2.331164008,2.311435968,2.320146286,2.309630167,2.309630167,2.309630167,2.309630167,2.309630167,2.283301229,2.240549248,2.338456494,2.004321374,2.008600172,2.017867719,2.034227261,2.071440127,2.129850951,2.178919421,2.159025491,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.136720567,1,0,0,0,0,0,166,0.51054501
6/15/2010 10:26,1.198657087,15.8,19,17,0,0,2,45,4.9,0,-6,15.745272,15.745272,15.689097,15.439685,15.4241492,15.43145022,15.06950183,15.032666,0.056175,0.278464685,0.274210117,0.396185718,0.626281831,0.536502313,1,1,1,0.988659721,0.941442503,0.916905873,0.003495205,0.005538278,0.003495205,0.015991654,0.003495205,-0.007537955,-0.008661572,-0.001582336,-0.001895905,-0.003139002,-0.003726877,-0.005695437,-0.006513669,-0.00694776,-0.002569851,-0.04914896,-0.04760938,-0.050984952,-0.063726905,-0.065691571,-0.077434788,-0.097492359,-0.068273699,0.026619644,0.026138087,-0.001438652,-0.036995826,-0.038404034,-0.025065566,-0.025613445,-0.017781586,-0.02292162,-0.007422762,0.013712541,-0.054204502,-0.080633057,-0.08813445,-0.121158399,-0.066131216,0.51865023,0.47389834,0.385798017,0.370094558,0.357117321,-0.46952245,-0.42398767,-0.321647852,-0.285597715,-0.247852486,-0.22033323,-0.21133488,-0.209065917,-0.230209279,-0.250430064,-0.90527762,-0.89357558,-0.825330223,-0.765147022,-0.679676548,-0.42482047,-0.44815324,-0.55527513,-0.631859801,-0.714089982,-3.935155,-3.988673,-3.33478652,-2.93155397,-2.72198475,-1.733592,-1.3332916,-0.174118992,-1.401424813,-2.915478465,15.24195,15.380276,15.6614,15.56714854,15.39094877,15.65304156,15.4055523,15.05575537,0.1383255,0.233369109,0.256015087,0.307981029,0.674389062,0.699910165,0.878523023,0,0,0,0,0.090630094,0.743195192,0.750897298,3.923195797,0,0,0.229435211,0.229435211,0.325230896,1.239471503,1.239471503,4.235363157,2.320146286,2.317227349,2.318063335,2.32054092,2.326520192,2.3336689,2.331164008,2.311435968,2.320146286,2.309630167,2.309630167,2.309630167,2.309630167,2.309630167,2.283301229,2.240549248,2.338456494,2.004321374,2.008600172,2.017867719,2.034227261,2.071440127,2.129850951,2.178919421,2.159025491,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.004321374,2.136720567,1,0,0,0,0,0,166,-0.017728767
6/16/2010 9:27,2.613418945,410.6,18.4,21.1,0,0,1.5,270,5,-120,43,13.774954,13.774954,14.23179,14.850198,15.2266852,15.2801559,15.29727892,15.0501307,0.45683551,0.702974721,0.647893238,0.499948897,0.550858743,0.595515239,1,1,0.99935503,0.996872931,0.982729417,0.960231157,0.012352763,0.005142225,0.012352763,0.014382208,0.012352763,-0.0080505,0.008857558,-0.007402497,-0.007222879,-0.006850632,-0.00571799,-0.003846405,-0.004863662,-0.005713969,-0.005273616,-0.12050764,-0.11966222,-0.11795698,-0.113888187,-0.099790245,-0.08324689,-0.085936682,-0.090818768,-0.02972988,-0.028884791,-0.019475754,-0.015170856,-0.030887394,-0.037000551,-0.027402699,-0.024371396,-0.2028662,-0.2050966,-0.206060137,-0.174988556,-0.150883442,-0.117657029,-0.11170504,-0.111546844,0.3888774,0.3669034,0.34208446,0.390353755,0.489775382,-0.1100842,-0.1069704,-0.114321146,-0.221887856,-0.364787605,-0.3729707,-0.3509466,-0.32131155,-0.303023904,-0.30041416,-0.28308192,-0.2920886,-0.335590032,-0.537093782,-0.699516347,-0.95909573,-0.956344895,-0.938753962,-0.800274774,-0.652575372,4.58495,4.1871184,3.66149412,2.311628856,0.005494272,-3.85275,-3.2391804,-2.89937998,-3.45991416,-3.14763072,15.273633,15.1560182,14.8416547,14.98269625,15.08477606,15.23798302,15.47213976,15.26972485,0.11761475,0.235621254,0.226618369,0.331932503,0.354898368,0.642701136,0.66453947,0,0,0,2.025631175,5.940018264,5.940709621,5.986330769,6.682496852,0,0,0,2.097610307,6.340888514,6.349223755,6.460894424,7.027731741,3.082066934,3.090610708,3.109038296,3.103837916,2.908806599,2.708862619,2.617113621,2.517358233,3.075546961,3.075546961,3.075546961,2.962369336,2.31386722,2.309630167,2.309630167,2.260071388,3.136720567,2.527372083,2.520090328,2.492341253,2.440216176,2.278685023,2.189406086,2.187999872,2.190863733,2.521138084,2.506505032,2.46686762,2.113943352,1.995635195,1.995635195,1.995635195,1.995635195,2.53529412,0,0,0,0,0,0,167,0.549003262
6/16/2010 9:37,3.080373917,1203.3,18.5,20,0,0,1.5,45,4.3,-140,46,15.160045,15.160045,15.218386,15.280642,15.32641669,15.34053959,15.19297327,14.78154308,0.0583415,0.083846231,0.110120107,0.191682858,0.45710423,0.721575876,1,1,0.99995387,0.997184504,0.983294334,0.961893949,0.012987915,0.005796455,0.012987915,0.016578007,0.012987915,-0.004819,0.009018998,0.00703339,0.006687357,0.004511631,0.002007923,0.001767482,1.27E-05,0.000600642,0.001135671,-0.1020683,-0.09999173,-0.093236003,-0.088472661,-0.08365217,-0.069153167,-0.070584881,-0.074389014,0.006988477,0.009703831,0.021911996,0.01069914,-0.01381814,-0.022729797,-0.014305963,-0.015824798,-0.2080434,-0.20074666,-0.169681268,-0.128559498,-0.119576527,-0.091509706,-0.090061169,-0.091691559,0.4160942,0.3909884,0.359291275,0.395602537,0.497982541,-0.1618915,-0.1537271,-0.14924521,-0.231994884,-0.373069811,-0.3833087,-0.3594948,-0.326226763,-0.30919673,-0.30903519,-0.38907411,-0.39345693,-0.41598495,-0.567841098,-0.71204486,-0.92120646,-0.91933069,-0.907669232,-0.796442397,-0.655536528,4.266064,3.785548,3.26955297,1.89050197,-0.15587567,-3.975766,-3.301349,-3.08472312,-3.53138197,-3.21305438,15.2700205,15.1358652,14.7895002,14.94893142,15.04922929,15.25224846,15.49970514,15.27611851,0.13415525,0.261967425,0.250211075,0.37900099,0.412058893,0.695930959,0.700888951,0,0,0,2.025631175,5.940018264,5.940709621,5.986330769,6.682496852,0,0,0,2.097610307,6.340888514,6.349223755,6.460894424,7.027731741,3.078456818,3.086715664,3.107345665,3.105782598,2.91424793,2.713154402,2.62062007,2.520098196,3.075546961,3.075546961,3.075546961,2.986323777,2.31386722,2.309630167,2.309630167,2.260071388,3.136720567,2.530839779,2.523746467,2.494850022,2.447158031,2.284408173,2.19240017,2.189686783,2.192177026,2.526339277,2.506505032,2.46686762,2.136720567,1.995635195,1.995635195,1.995635195,1.995635195,2.53529412,0,0,0,0,0,0,167,0.934498451
6/16/2010 9:48,2.886547123,770.1,18.6,20.2,0,0,1.5,0,3.4,-120,50,15.204606,15.204606,15.102582,15.140786,15.1884824,14.9447762,14.9444546,14.71539101,0.1020245,0.099851536,0.13951617,0.329192516,0.569039644,0.641246844,1,1,0.999730657,0.997153923,0.983082543,0.961222692,0.013947892,0.005636058,0.013947892,0.01598132,0.013947892,-0.005434535,0.010099961,-0.002365556,-0.00290901,-0.003824124,-0.003552244,-0.001250023,0.000216708,-4.75E-05,-0.000746171,-0.10664256,-0.10553923,-0.10283819,-0.100684375,-0.092223332,-0.076394736,-0.077563094,-0.082076981,-0.001932914,0.001735954,0.009574866,0.001814677,-0.015805956,-0.022056681,-0.017908072,-0.018662841,-0.2149873,-0.2086132,-0.19479422,-0.161227015,-0.145766048,-0.115157708,-0.109543219,-0.10685865,0.40131256,0.3778254,0.350665217,0.393494888,0.494661129,-0.13592113,-0.13007027,-0.13091315,-0.225038743,-0.366935871,-0.37759398,-0.35472252,-0.324595957,-0.308931412,-0.308875264,-0.33869145,-0.3446294,-0.37404061,-0.547326749,-0.700729193,-0.9408975,-0.938717515,-0.925351648,-0.803989954,-0.660989436,4.433105,3.9988325,3.48077642,2.10829813,-0.077006466,-3.9196464,-3.2707507,-2.99058113,-3.49638562,-3.18260104,15.270092,15.144932,14.816045,14.96633712,15.06717602,15.2438485,15.48436979,15.27255914,0.12516,0.247638455,0.237635502,0.35316452,0.38045899,0.666547348,0.679968639,0,0,0,2.025631175,5.940018264,5.940709621,5.986330769,6.682496852,0,0,0,2.097610307,6.340888514,6.349223755,6.460894424,7.027731741,3.076276255,3.08350262,3.105373914,3.107345665,2.919621928,2.71738837,2.624117012,2.522822283,3.075546961,3.075546961,3.075546961,3.017033339,2.31386722,2.309630167,2.309630167,2.260071388,3.136720567,2.534280005,2.527887566,2.49762065,2.45389905,2.290145955,2.195456834,2.191423067,2.193541989,2.526339277,2.517195898,2.46686762,2.152288344,1.995635195,1.995635195,1.995635195,1.995635195,2.540329475,0,0,0,0,0,0,167,0.716003344
6/17/2010 10:15,3.080373917,1203.3,18.8,20,0,0,1,135,5.4,-16,-39,14.043906,14.043906,13.739722,13.64109,13.8123224,14.53788828,14.81559227,14.65858206,0.304184,0.246331644,0.267550776,0.768453805,0.752122008,0.771603946,0,0,0.347987968,0.484061197,0.682178855,0.832736594,0.004671421,0.006268926,0.004671421,0.015217925,0.004671421,-0.000301025,0.001489647,0.005636068,0.005941997,0.006762697,0.00785714,0.00770013,0.004895747,0.002725795,0.002214314,-0.05714582,-0.05979272,-0.066358318,-0.069218155,-0.092162258,-0.089205883,-0.077603182,-0.08273332,-0.01450522,-0.010037164,0.005879422,0.021392478,0.006514076,-0.004134422,-0.012035169,-0.011458867,-0.001261242,-0.029917651,-0.063386725,-0.067550977,-0.097647858,-0.112301602,-0.095496635,-0.105282316,0.1398631,0.113613768,0.073546869,0.087578297,0.223672083,-0.04570162,-0.03158263,0.00500133,-0.015807546,-0.11376705,0.1321857,0.108893451,0.062006608,0.077774791,-0.101163445,-0.3267597,-0.26332693,0.270192248,-0.066531554,-0.376837803,0.94510745,0.962462475,0.755986922,0.826491813,0.116341634,-2.019789,-2.1533666,-0.4295857,-0.108264396,-0.00982346,5.346721,3.5578314,1.952205095,2.324499191,0.785417137,15.150223,15.713853,15.163969,14.9605342,15.4084995,15.24238423,15.31108415,15.36990303,0.56363,0.700788064,0.54913141,0.749679538,0.625330775,0.55592467,0.701051988,0,0,0,0,0,5.940018264,5.940709621,5.987291853,0,0,0,0,0,6.340888514,6.349223755,6.460894424,2.949780208,2.949390007,2.953435903,2.960984207,2.987348917,2.959528388,2.831258518,2.692874227,2.946452265,2.943494516,2.943494516,2.943494516,2.943494516,2.31386722,2.309630167,2.283301229,3.064457989,2.588831726,2.593839661,2.609380944,2.630214235,2.628409367,2.495072324,2.393978603,2.333745435,2.58546073,2.58546073,2.58546073,2.58546073,2.553883027,1.995635195,1.995635195,1.995635195,2.663700925,0,0,0,0,0,0,168,0.938519725
