time,Observation,beachEColiValue,jday,beachSc,beachTurbidityLog,beachTurbidity,HeightAboveSeaLevelMean1hr,HeightAboveSeaLevelMean24hr,HeightAboveSeaLevelMax24hr,HeightAboveSeaLevelMin24hr,HeightAboveSeaLevelDiff24hr,SigwaveheightMean1hr,SigwaveheightMean2hr,SigwaveheightMean6hr,SigwaveheightMean12hr,SigwaveheightMean24hr,CloudcoverMean1hr,CloudcoverMean2hr,CloudcoverMean6hr,CloudcoverMean12hr,CloudcoverMean24hr,CloudcoverMean48hr,AirtempMean1hr,AirtempMean2hr,AirtempMean6hr,AirtempMean12hr,AirtempMean24hr,AirtempMean48hr,AirtempMean72hr,AirtempMean120hr,AirtempStDev6hr,AirtempStDev12hr,AirtempStDev24hr,AirtempStDev48hr,AirtempStDev72hr,AirtempStDev120hr,SeawatertempMean1hr,SeawatertempMean2hr,SeawatertempMean6hr,SeawatertempMean12hr,SeawatertempMean24hr,SeawatertempMean48hr,SeawatertempMean72hr,SeawatertempMean120hr,SeawatertempStDev6hr,SeawatertempStDev12hr,SeawatertempStDev24hr,SeawatertempStDev48hr,SeawatertempStDev72hr,SeawatertempStDev120hr,currentparallelsurfaceMean1hr,currentparalleldepthMean1hr,currentperpsurfaceMean1hr,currentperpdepthMean1hr,currentparallelsurfaceMean2hr,currentparalleldepthMean2hr,currentperpsurfaceMean2hr,currentperpdepthMean2hr,currentparallelsurfaceMean6hr,currentparalleldepthMean6hr,currentperpsurfaceMean6hr,currentperpdepthMean6hr,currentparallelsurfaceMean12hr,currentparalleldepthMean12hr,currentperpsurfaceMean12hr,currentperpdepthMean12hr,currentparallelsurfaceMean24hr,currentparalleldepthMean24hr,currentperpsurfaceMean24hr,currentperpdepthMean24hr,currentparallelsurfaceMean48hr,currentparalleldepthMean48hr,currentperpsurfaceMean48hr,currentperpdepthMean48hr,currentparallelsurfaceMean72hr,currentparalleldepthMean72hr,currentperpsurfaceMean72hr,currentperpdepthMean72hr,currentparallelsurfaceMean120hr,currentparalleldepthMean120hr,currentperpsurfaceMean120hr,currentperpdepthMean120hr,windparallelMean1hr,waveparallelheightMean1hr,waveparalleldirMean1hr,windperpMean1hr,waveperpheightMean1hr,waveperpdirMean1hr,windparallelMean2hr,waveparallelheightMean2hr,waveparalleldirMean2hr,windperpMean2hr,waveperpheightMean2hr,waveperpdirMean2hr,windparallelMean6hr,waveparallelheightMean6hr,waveparalleldirMean6hr,windperpMean6hr,waveperpheightMean6hr,waveperpdirMean6hr,windparallelMean12hr,waveparallelheightMean12hr,waveparalleldirMean12hr,windperpMean12hr,waveperpheightMean12hr,waveperpdirMean12hr,windparallelMean24hr,waveparallelheightMean24hr,waveparalleldirMean24hr,windperpMean24hr,waveperpheightMean24hr,waveperpdirMean24hr,DischargeManitowocRMean1hrlog,DischargeManitowocRMean2hrlog,DischargeManitowocRMean6hrlog,DischargeManitowocRMean12hrlog,DischargeManitowocRMean24hrlog,DischargeManitowocRMean48hrlog,DischargeManitowocRMean72hrlog,DischargeManitowocRMean120hrlog,DischargeManitowocRMin1hr,DischargeManitowocRMin2hr,DischargeManitowocRMin6hr,DischargeManitowocRMin12hr,DischargeManitowocRMin24hr,DischargeManitowocRMin48hr,DischargeManitowocRMin72hr,DischargeManitowocRMin120hr,DischargeManitowocRMax24hr,DischargeManitowocRDiff6hr,PrecipitationSheboyganRSum1hrsqrt,PrecipitationSheboyganRSum2hrsqrt,PrecipitationSheboyganRSum6hrsqrt,PrecipitationSheboyganRSum12hrsqrt,PrecipitationSheboyganRSum24hrsqrt,PrecipitationSheboyganRSum48hrsqrt,PrecipitationSheboyganRSum72hrsqrt,PrecipitationSheboyganRSum120hrsqrt,DischargeSheboyganRMean1hrlog,DischargeSheboyganRMean2hrlog,DischargeSheboyganRMean6hrlog,DischargeSheboyganRMean12hrlog,DischargeSheboyganRMean24hrlog,DischargeSheboyganRMean48hrlog,DischargeSheboyganRMean72hrlog,DischargeSheboyganRMean120hrlog,DischargeSheboyganRMin1hr,DischargeSheboyganRMin2hr,DischargeSheboyganRMin6hr,DischargeSheboyganRMin12hr,DischargeSheboyganRMin24hr,DischargeSheboyganRMin48hr,DischargeSheboyganRMin72hr,DischargeSheboyganRMin120hr,DischargeSheboyganRMax24hr,DischargeSheboyganRDiff6hr,PrecipitationSum1hrsqrt,PrecipitationSum2hrsqrt,PrecipitationSum6hrsqrt,PrecipitationSum12hrsqrt,PrecipitationSum24hrsqrt,PrecipitationSum48hrsqrt,PrecipitationSum72hrsqrt,PrecipitationSum120hrsqrt
40339.375,2.537567257,344.8,161,573,0.607455023,4.049999998,-0.000940779,-0.011107235,0.004773965,-0.030083904,0.026913064,0.16297254,0.19915323,0.179590985,0.153979784,0.206518085,0,0,0.004571099,0.013784968,0.105760054,0.474201994,15.020824,14.862711,14.265514,14.6717132,16.245988,15.15209033,14.71489122,14.64610441,0.455354777,0.65520194,1.704513684,1.743039521,1.708938161,1.619976342,10.948001,10.948001,10.962984,11.254142,12.5893349,14.0877888,14.76943544,14.85218264,0.0149825,0.334227041,1.661335945,1.905899536,1.854625809,1.474819095,-0.06720929,-0.018377342,0.02394659,0.017193712,-0.058976695,-0.012609553,0.02362051,0.015913106,-0.02721182,0.003869233,0.021834392,0.010485048,0.008689294,0.023747174,0.018801097,0.005278223,0.059872553,0.054936822,0.024512255,-0.002719222,0.144857356,0.1133087,-0.007911445,-0.01872474,0.097658421,0.069994841,-0.009388572,-0.012421706,0.017453612,0.009363932,-0.000602358,-0.00089602,-4.2868185,-0.16282437,-0.99909081,0.66635055,-0.006947976,-0.042632799,-4.7865829,-0.19199486,-0.969442255,1.23424938,0.03673779,0.14955475,-3.4923208,-0.130002113,-0.701338753,3.143101175,0.101588938,0.583981794,-1.732557436,-0.07846919,-0.448771293,4.093555996,0.113024304,0.778135018,0.08455687,-0.005558156,-0.110558091,6.116786215,0.171596515,0.832892214,2.292256071,2.289142836,2.280350693,2.271144318,2.254741376,2.241397042,2.230602175,2.214870329,195,192,182,179,164,149,149,128,198,11,0,0,0,0,0,0.81240384,0.81240384,1.039230485,2.309630167,2.310693312,2.314077992,2.314709693,2.318230339,2.278890725,2.262213705,2.236234863,203,203,203,203,200,156,156,134,214,-4,0,0,0,0,0.1,0.734846923,0.734846923,1.095445115
40343.375,2.577951128,378.4,165,647,0.831869774,6.789999996,0.00584772,0.008515909,0.022142194,-0.002965979,-0.016294474,0.22162673,0.17357376,0.101603572,0.070858949,0.115245583,0.94496816,0.71842989,0.861589667,0.928501542,0.87740235,0.928503974,14.731072,15.02125,15.1716791,15.12647521,15.67338306,15.13526417,15.29219958,15.25462068,0.211097156,0.236804864,0.796308785,0.786591875,0.847726831,1.251540353,15.773125,15.773125,15.8598878,16.0354689,15.96452144,15.27770041,14.94825685,14.24108934,0.08676275,0.205737238,0.452776221,0.772030715,0.820434484,1.397496878,-0.12513714,-0.050436347,-0.011489467,0.010264753,-0.11177572,-0.041993015,-0.007660949,0.008006174,-0.07476492,-0.022745122,0.005201132,0.002239283,-0.021826966,-0.012338867,0.007459431,-0.001673901,-0.047517412,-0.042496488,-0.00638081,0.003761434,-0.120965945,-0.088567942,0.003936658,0.013506348,-0.064012725,-0.044125351,-0.002015083,0.00534636,-0.030177123,-0.018570631,0.002182372,0.003584255,-6.355475,-0.21809944,-0.98408455,-1.840661,-0.039383261,-0.17770086,-5.5511361,-0.1717818,-0.991816695,-1.25119436,-0.017806598,-0.073832735,-3.92940373,-0.09416806,-0.875796752,0.266199784,0.016369739,0.340194179,-1.741832418,-0.03860066,-0.252829577,0.657866118,0.002479534,0.117240354,-0.89725282,-0.07485323,-0.436899494,-0.946297682,-0.054645444,-0.31525778,2.33243846,2.334654767,2.338456494,2.340404451,2.341157437,2.332297039,2.316892504,2.297081738,212,212,212,212,212,192,182,164,223,-5,0,0,0,0.412310563,0.529150262,0.538516481,0.6164414,0.860232527,2.474216264,2.474944335,2.486288761,2.498875458,2.509834009,2.54329804,2.555841421,2.471323989,295,295,295,295,295,295,200,186,350,-21,0.1,0.1,0.1,0.1,0.1,0.469041576,0.741619849,1.048808848
40344.36806,2.286680969,193.5,166,339,0.599883072,3.979999999,0.013501724,0.011108408,0.02445817,-0.001924043,0.007654004,0.24883515,0.24600473,0.278778833,0.405135422,0.434443637,0.9997091,0.99971065,0.99990355,0.928385625,0.922035596,0.90086547,15.811766,15.640064,15.528241,15.1946406,15.01932056,15.35373026,15.0957174,15.01170178,0.148810672,0.382033105,0.326507411,0.686138437,0.672102728,0.871937151,15.390055,15.390055,15.428446,15.577984,15.7342509,15.84938616,15.4298839,14.87007254,0.038391,0.17058607,0.23770006,0.379486423,0.680079176,0.957558464,-0.050020211,-0.05485647,2.06E-07,0.01493485,-0.056280926,-0.057588445,0.002600694,0.01564086,-0.078414044,-0.073629907,0.009079138,0.019229777,-0.124969811,-0.107630963,0.020304009,0.024728799,-0.156384361,-0.121704632,0.018893167,0.024705182,-0.103064084,-0.083729419,0.006806116,0.014572498,-0.132919111,-0.100027926,0.008775497,0.017305864,-0.072945774,-0.053631763,0.001353855,0.009126877,1.1291063,-0.16555805,-0.66533225,-3.6946649,-0.18576723,-0.74654738,0.9199995,-0.1670971,-0.679405395,-3.578375,-0.1804844,-0.73351233,0.440468175,-0.19121915,-0.686023523,-3.24301662,-0.202821538,-0.727426693,-2.491186612,-0.295198752,-0.716839734,-1.913224698,-0.276588038,-0.695220768,-4.763005719,-0.345211182,-0.791676909,-1.930304011,-0.256719432,-0.587611302,2.315970345,2.316389751,2.317227349,2.32130839,2.327542832,2.334473857,2.330576096,2.311139058,204,204,204,204,204,204,192,174,218,0,0,0,0,0,0.141421356,0.547722558,0.556776436,0.871779789,2.418301291,2.418301291,2.422097163,2.428134794,2.443872919,2.48036631,2.514414921,2.489869925,259,259,259,259,259,259,259,186,299,-4,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.943398113
40345.37153,3.383743576,2419.6,167,355,1.409933123,25.69999998,0.015085603,0.008195793,0.016380955,-0.005144103,0.002022101,0.19748357,0.17872606,0.1436551,0.223397137,0.273391067,1,1,0.974852393,0.962291172,0.969121467,0.945578532,15.623064,15.542616,15.350731,15.3039857,15.2974135,15.15836703,15.33495801,15.23584436,0.166602638,0.130462985,0.314172891,0.349270336,0.589460459,0.698635764,15.886894,15.886894,15.891523,15.896222,15.8776284,15.8059396,15.85880023,15.29132996,0.004629,0.009475948,0.145275994,0.209624648,0.321277011,0.773300316,-0.08731934,-0.063612,0.03680965,0.0127254,-0.08607934,-0.06378621,0.03609038,0.01304988,-0.095655097,-0.073620665,0.031948744,0.01475352,-0.116807902,-0.088878908,0.029853875,0.017687575,-0.088509159,-0.067230044,0.017168297,0.014580505,-0.12244676,-0.094467338,0.018030732,0.019642844,-0.098212442,-0.078229627,0.010260177,0.014575167,-0.087136277,-0.06422879,0.005981821,0.011034859,-1.5123681,-0.071820086,-0.36367626,6.9250856,0.18396096,0.9315254,-1.0974854,-0.065021883,-0.3638229,6.6790438,0.1664787,0.931468125,-0.666259447,-0.097784898,-0.705003228,5.13253113,0.075331453,0.51477502,-1.658846576,-0.175669607,-0.786137649,4.40889906,-0.037213096,0.045658699,-1.683249101,-0.20311851,-0.748909914,1.472281038,-0.131130218,-0.323916923,3.090610708,3.097777735,3.111867147,3.097500252,2.897643583,2.700106368,2.609964522,2.511796493,1210,1210,1210,709,206,204,204,182,1370,-70,0,0,0,0,0.824621125,0.836660027,0.989949494,1.039230485,3.078456818,3.059941888,2.95794712,2.821146548,2.628470672,2.55791604,2.542944873,2.556503918,1170,1050,570,341,259,259,259,200,1220,650,0.3,0.3,0.3,0.3,0.331662479,0.374165739,0.374165739,0.994987437
40346.37153,3.298044843,1986.3,168,336,1.02201574,10.52,0.001721562,0.006672954,0.015177398,-0.003311229,-0.00609542,0.057781436,0.055858315,0.076653637,0.073107375,0.123844443,0.008845525,0.250591452,0.595265898,0.568337459,0.780357234,0.87473935,16.525253,16.16383,15.163384,15.1600122,15.81121844,15.55431597,15.37598417,15.27915683,0.75016286,0.597068624,0.831146776,0.678788378,0.637423931,0.711203029,15.99032,15.99032,16.001146,16.071706,16.09185,15.9847392,15.9012431,15.65182601,0.010826,0.07787959,0.102244307,0.165082502,0.225710272,0.601907766,-0.008753974,-0.017199343,-0.01150368,0.002747363,-0.013910107,-0.018981802,-0.006963743,0.003238278,-0.016240656,-0.020303577,-0.000966528,0.003135706,-0.027784625,-0.033162872,0.003646172,0.005040358,-0.064335896,-0.054099239,0.010405041,0.009580098,-0.076422528,-0.060664641,0.013786669,0.012080302,-0.103076472,-0.081011305,0.015488835,0.016288595,-0.110320477,-0.084282612,0.010779966,0.015215639,0.84558164,0.029512302,0.51075751,-3.2575998,-0.049676135,-0.85972482,0.97579567,0.031623635,0.568114895,-2.8769426,-0.045879438,-0.819985605,0.844176507,0.064442534,0.798915947,-2.094113887,-0.034943787,-0.517272822,1.427773668,0.027876114,0.383668173,-1.543124717,-0.037470632,-0.565971513,0.195153566,-0.040731826,-0.138754431,0.436434492,0.016156233,-0.115364187,2.95240494,2.952744024,2.957267188,2.964566027,2.995424577,2.949280687,2.822200127,2.685166477,884,884,884,884,884,206,204,192,1200,-39,0,0,0,0,0,0.824621125,0.836660027,0.994987437,3.080987047,3.079904468,3.076166939,3.082030981,3.121192032,2.909097425,2.812579155,2.726071606,1200,1200,1170,1170,1170,259,259,259,1540,50,0,0,0,0,0,1.315294644,1.322875656,1.334166406
40350.375,1.776701184,59.8,172,361,0.562292864,3.649999996,0.00439517,-0.003208638,0.007253813,-0.014651128,0.006499285,0.06803189,0.071657115,0.065751575,0.078464308,0.090327182,0,0,0.011156172,0.024905716,0.075547964,0.131549023,18.285906,18.004717,17.0256325,16.8792346,17.5516381,17.9450524,18.53216275,17.70564917,0.757239219,0.5931541,0.8327667,1.222777411,1.557168035,1.684642531,15.107494,15.107494,15.555244,16.097946,16.2392035,14.90919641,15.06485131,15.55202691,0.44774951,0.630625202,0.989418467,1.545530793,1.404777182,1.288759192,0.143091,0.077510698,-0.04560477,-0.017319359,0.13695819,0.077738954,-0.039622522,-0.01743819,0.13111306,0.078379355,-0.016061309,-0.019174742,0.146380718,0.081308036,-0.007389839,-0.021286818,0.144965327,0.069376596,-0.024146025,-0.01646256,0.108841038,0.062545133,-0.004071101,-0.009672011,0.121504981,0.074772074,-0.00142916,-0.013090587,0.089756534,0.0530399,-0.002844357,-0.010474243,1.5963412,0.03995108,0.58724051,-2.7629465,-0.05506586,-0.80941249,1.3105056,0.0417555,0.582930545,-2.8786718,-0.05823295,-0.81250467,1.05717337,0.048773065,0.752701258,-2.17938257,-0.037744341,-0.558504792,1.804508092,0.0662532,0.837459013,-0.20127052,-0.027242847,-0.358203299,1.830785175,0.041006609,0.458640742,-1.53203945,-0.059411855,-0.629212752,2.862727528,2.863084825,2.86461193,2.866854211,2.870632113,2.878656199,2.886598439,2.918409392,719,719,719,719,719,719,719,719,770,-15,0,0,0,0,0,0,0,0.244948974,2.696793085,2.697926445,2.698431145,2.699508196,2.702930032,2.731613742,2.816844252,2.944056558,495,495,495,495,495,495,495,495,520,-5,0,0,0,0,0,0,0,0.141421356
40351.45833,1.571708832,37.3,173,274,0.589949601,3.889999997,0.003267858,-0.004753416,0.006730433,-0.014036513,0.012802789,0.108177476,0.115620953,0.102093488,0.101169612,0.114454222,0.006172489,0.024070456,0.042657334,0.134192948,0.280956095,0.178835922,20.282433,19.989332,18.7054903,18.3164292,18.5337783,18.0694887,18.11615647,18.29118374,1.06412382,0.900206198,0.855533709,0.99111308,1.122820949,1.38492723,11.233605,11.233605,11.054846,11.399649,13.9138745,15.14471634,14.623384,15.09575948,0.178759,0.487803383,2.658681195,2.316099085,2.05123073,1.823399981,0.1083606,0.06212286,0.007614016,-0.007411182,0.10709614,0.06302277,0.005761064,-0.0075374,0.094424087,0.067174069,-4.94E-05,-0.008176256,0.112902782,0.081159015,0.001331589,-0.012856099,0.149919256,0.085442897,-0.016371313,-0.017231763,0.151486753,0.078728638,-0.02234644,-0.01736957,0.123635914,0.07019073,-0.010477264,-0.012349254,0.13367508,0.081816186,-0.008069499,-0.015980388,1.253921,0.0333175,0.30798925,4.817828,0.102918951,0.95138984,1.89135,0.03368199,0.2923225,5.032979,0.11059003,0.956179465,1.1679301,0.025378268,0.246490113,4.61942547,0.098470744,0.964807932,0.843524003,0.043493407,0.388252584,4.34279086,0.071575043,0.807578591,1.860638493,0.057146435,0.45119303,0.673189671,-0.014866825,-0.009262266,2.855216195,2.857091155,2.855694776,2.857724391,2.85979255,2.864748929,2.871690249,2.888657909,709,709,703,703,703,703,703,703,739,21,0,0,0,0.244948974,0.6,0.6,0.6,0.64807407,2.782830805,2.781036939,2.766999938,2.749527619,2.722946371,2.713107321,2.723371104,2.848460081,601,596,560,515,490,490,490,490,612,52,0,0,0,0.223606798,0.469041576,0.469041576,0.469041576,0.489897949
40352.4375,2.435047641,272.3,174,292,1.33243846,21.5,-0.002480216,-0.004720057,0.003267858,-0.010234391,-0.005748073,0.44058985,0.39290976,0.26332745,0.20286929,0.200417983,0.36852503,0.25478886,0.59401405,0.297007025,0.14882606,0.218486646,20.443346,19.931509,19.7148428,19.5716978,20.3075191,19.397065,18.78827424,18.86463928,0.36264751,0.500890263,1.015326936,1.285863658,1.443714745,1.510877581,9.403386,9.403386,9.416686,10.361847,11.256202,12.5850384,13.84854498,14.0644438,0.0133,1.01618118,1.174772763,2.447477032,2.719625111,2.242222493,0.1275806,0.07556995,-0.008234115,-0.009870744,0.12033138,0.070813935,-0.008664349,-0.008989022,0.10040533,0.060694844,-0.002080232,-0.00726004,0.096162219,0.062341562,-0.003249619,-0.008149932,0.126740783,0.070546037,-0.000303399,-0.009423335,0.139627051,0.078295698,-0.009817267,-0.013544175,0.142615932,0.075766298,-0.015262483,-0.014691705,0.128659148,0.075879651,-0.005191765,-0.013209776,8.188429,0.38322275,0.86979478,-1.00733,-0.21739305,-0.49341367,7.57446885,0.34763733,0.886845685,-1.5049815,-0.1825327,-0.46058236,5.88820538,0.244877147,0.944479492,0.1524608,-0.071441896,-0.218190696,4.64484105,0.176254139,0.851299766,0.15463006,-0.080145405,-0.419570299,4.601149546,0.154196209,0.739200693,0.652008597,-0.065620357,-0.220360452,2.892539805,2.888123307,2.876673841,2.871035572,2.86644094,2.863223496,2.865472347,2.876856108,770,760,719,719,709,703,703,703,786,42,0,0,0.5,0.5,0.5,0.781024968,0.781024968,0.781024968,2.8659918,2.866877814,2.852614165,2.842702827,2.826813124,2.777433348,2.755667564,2.796473726,732,732,682,660,612,490,490,490,743,50,0,0,0.538516481,0.538516481,0.538516481,0.714142843,0.714142843,0.714142843
40353.36458,3.383743576,2419.6,175,355,1.190331698,15.49999999,0.001820053,-0.001431362,0.014896529,-0.013122778,0.001954597,0.28598496,0.25772541,0.296611282,0.271565165,0.242644774,0.29193854,0.17359939,0.211189822,0.522225637,0.533722415,0.332386758,19.03979,18.815778,18.4959357,18.9908952,20.0338061,20.1468303,19.56720275,18.92494018,0.269996937,0.709123643,1.346226345,1.20772811,1.350784809,1.523551639,9.31222,9.31222,9.3686185,9.7513625,9.7820254,10.6335025,11.90779323,13.1083545,0.0563985,0.396731148,0.374875319,1.11562939,2.48010729,2.609223355,-0.08932014,-0.033663488,0.03020176,0.01109801,-0.077862905,-0.031451139,0.02830844,0.011001975,-0.06359422,-0.021645864,0.029971446,0.009501677,0.000512654,0.013764018,0.01790082,0.002223706,0.043886039,0.039031165,0.015118129,-0.001785142,0.084512387,0.054558079,0.007846598,-0.00555074,0.10853034,0.065367254,-0.00265343,-0.009848299,0.108459465,0.064231452,-0.002805295,-0.00973409,-3.864181,-0.20200303,-0.70634145,7.967273,0.20244054,0.70787128,-2.9926643,-0.18915158,-0.737323995,7.3714141,0.17465876,0.67397668,-3.28205582,-0.238703575,-0.803652395,6.93967757,0.173016707,0.585043232,-2.126074279,-0.091655091,-0.267172542,6.30278361,0.132556297,0.513588702,0.665803311,0.023425134,0.141847924,4.591982578,0.067364305,0.412397454,2.891648944,2.890979597,2.893484346,2.895124073,2.89293454,2.878695249,2.872829636,2.875251732,775,770,760,760,760,709,703,703,802,-11,0,0,0,0.282842712,0.282842712,0.574456265,0.830662386,0.830662386,2.877371346,2.875697762,2.867691354,2.859948464,2.856620152,2.83834968,2.800216527,2.775924133,754,743,715,698,693,586,490,490,754,34,0,0,0,0.707106781,0.707106781,0.888819442,1.004987562,1.004987562
40357.375,0.301029996,2,179,307,0.28780173,1.94,-0.006817141,-0.004559837,0.007117787,-0.014549132,0.005873482,0.22725016,0.2111775,0.177031343,0.143847341,0.17171492,0.000557766,0.020720148,0.095573874,0.071669799,0.209687197,0.319930609,19.420128,19.323498,19.0887078,19.2676234,19.597084,18.8431705,19.12888839,19.32153212,0.204412244,0.256607725,0.795130502,1.238266343,1.201150004,1.304537265,6.9430237,6.9430237,6.98423535,7.22614628,9.91039414,11.48401957,11.4450158,11.5885216,0.04121165,0.325044433,2.985141857,2.70296083,2.351045713,2.362797046,0.07713975,0.0655878,0.009513866,-0.0100428,0.07708099,0.06626735,0.006695148,-0.0104133,0.091821992,0.068616347,-0.001605709,-0.01145311,0.096965183,0.069137932,-0.004306524,-0.010849066,0.085729228,0.048461005,0.011290939,-0.006385979,0.070198203,0.03495186,0.006877587,0.000965083,0.11317922,0.062524865,0.006127639,-0.00497664,0.075194187,0.041814587,0.00621651,-0.003519402,1.265886,-0.019082819,-0.08397274,7.972777,0.22644752,0.99646805,0.53784546,-0.017027488,-0.08035589,7.51831765,0.21048852,0.99675963,0.76499063,0.021445537,0.148086551,6.48881897,0.172407315,0.970264247,1.167727732,0.041036956,0.359661803,5.73899905,0.131306751,0.884912662,2.380862799,0.096513294,0.560728472,4.678464559,0.057933951,0.434302682,2.859738566,2.860457795,2.863596439,2.866062748,2.86730246,2.856766338,2.858165302,2.869982869,719,719,719,719,714,679,679,679,755,-10,0,0,0,0,0.3,0.969535971,0.98488578,1.024695077,2.835563752,2.838912027,2.850799344,2.86500324,2.867190441,2.795729899,2.790005633,2.818400104,682,682,682,682,633,470,470,470,818,-55,0,0,0,0,0.1,0.608276253,0.6244998,0.943398113
