DateTime,Observation,beachEColiValue,jday,beachSc,TurbidityBeachLog,TurbidityBeach,FischerCreekTribSc,FischerCreekTurbidityLog,HeightAboveSeaLevelMean1hr,HeightAboveSeaLevelMean24hr,HeightAboveSeaLevelMax24hr,HeightAboveSeaLevelMin24hr,HeightAboveSeaLevelDiff24hr,SigwaveheightMean1hr,SigwaveheightMean2hr,SigwaveheightMean6hr,SigwaveheightMean12hr,SigwaveheightMean24hr,CloudcoverMean1hr,CloudcoverMean2hr,CloudcoverMean6hr,CloudcoverMean12hr,CloudcoverMean24hr,CloudcoverMean48hr,AirtempMean1hr,AirtempMean2hr,AirtempMean6hr,AirtempMean12hr,AirtempMean24hr,AirtempMean48hr,AirtempMean72hr,AirtempMean120hr,AirtempStDev6hr,AirtempStDev12hr,AirtempStDev24hr,AirtempStDev48hr,AirtempStDev72hr,AirtempStDev120hr,SeawatertempMean1hr,SeawatertempMean2hr,SeawatertempMean6hr,SeawatertempMean12hr,SeawatertempMean24hr,SeawatertempMean48hr,SeawatertempMean72hr,SeawatertempMean120hr,SeawatertempStDev6hr,SeawatertempStDev12hr,SeawatertempStDev24hr,SeawatertempStDev48hr,SeawatertempStDev72hr,SeawatertempStDev120hr,currentparallelsurfaceMean1hr,currentparalleldepthMean1hr,currentperpsurfaceMean1hr,currentperpdepthMean1hr,currentparallelsurfaceMean2hr,currentparalleldepthMean2hr,currentperpsurfaceMean2hr,currentperpdepthMean2hr,currentparallelsurfaceMean6hr,currentparalleldepthMean6hr,currentperpsurfaceMean6hr,currentperpdepthMean6hr,currentparallelsurfaceMean12hr,currentparalleldepthMean12hr,currentperpsurfaceMean12hr,currentperpdepthMean12hr,currentparallelsurfaceMean24hr,currentparalleldepthMean24hr,currentperpsurfaceMean24hr,currentperpdepthMean24hr,currentparallelsurfaceMean48hr,currentparalleldepthMean48hr,currentperpsurfaceMean48hr,currentperpdepthMean48hr,currentparallelsurfaceMean72hr,currentparalleldepthMean72hr,currentperpsurfaceMean72hr,currentperpdepthMean72hr,currentparallelsurfaceMean120hr,currentparalleldepthMean120hr,currentperpsurfaceMean120hr,currentperpdepthMean120hr,windparallelMean1hr,waveparallelheightMean1hr,waveparalleldirMean1hr,windperpMean1hr,waveperpheightMean1hr,waveperpdirMean1hr,windparallelMean2hr,waveparallelheightMean2hr,waveparalleldirMean2hr,windperpMean2hr,waveperpheightMean2hr,waveperpdirMean2hr,windparallelMean6hr,waveparallelheightMean6hr,waveparalleldirMean6hr,windperpMean6hr,waveperpheightMean6hr,waveperpdirMean6hr,windparallelMean12hr,waveparallelheightMean12hr,waveparalleldirMean12hr,windperpMean12hr,waveperpheightMean12hr,waveperpdirMean12hr,windparallelMean24hr,waveparallelheightMean24hr,waveparalleldirMean24hr,windperpMean24hr,waveperpheightMean24hr,waveperpdirMean24hr,DischargeManitowocRMean1hrlog,DischargeManitowocRMean2hrlog,DischargeManitowocRMean6hrlog,DischargeManitowocRMean12hrlog,DischargeManitowocRMean24hrlog,DischargeManitowocRMean48hrlog,DischargeManitowocRMean72hrlog,DischargeManitowocRMean120hrlog,DischargeManitowocRDiff6hr,PrecipitationSheboyganRSum1hrsqrt,PrecipitationSheboyganRSum2hrsqrt,PrecipitationSheboyganRSum6hrsqrt,PrecipitationSheboyganRSum12hrsqrt,PrecipitationSheboyganRSum24hrsqrt,PrecipitationSheboyganRSum48hrsqrt,PrecipitationSheboyganRSum72hrsqrt,PrecipitationSheboyganRSum120hrsqrt,DischargeSheboyganRMean1hrlog,DischargeSheboyganRMean2hrlog,DischargeSheboyganRMean6hrlog,DischargeSheboyganRMean12hrlog,DischargeSheboyganRMean24hrlog,DischargeSheboyganRMean48hrlog,DischargeSheboyganRMean72hrlog,DischargeSheboyganRMean120hrlog,DischargeSheboyganRMax24hr,DischargeSheboyganRDiff6hr
40338.35903,2.055760465,113.7,160,327,1.330413773,21.39999998,786,0.532754379,-0.01036639,0.002308824,0.033721726,-0.024357192,-0.019845191,0.18991195,0.17123346,0.394070997,0.999741165,0.968518404,0.62851673,0.519281595,0.55696268,0.77848134,0.877658237,0.480142692,15.585744,15.388754,15.125819,14.50215662,13.97500394,13.88167048,13.89827807,14.33490984,0.253294101,0.679171807,0.730078676,1.043320036,1.053960699,1.290687041,15.727006,15.727006,15.761559,15.750859,15.9603008,16.1402508,15.7913219,15.5266291,0.034553,0.028771291,0.218200533,0.452970985,0.645251461,0.722276178,0.036266186,0.026078396,0.029612172,0.003683958,0.037976013,0.028829998,0.031555506,0.004400274,0.057318622,0.046741375,0.028924066,0.007521456,0.112897728,0.091370036,0.021583638,0.01487072,0.108088085,0.081961986,0.006865258,0.013301616,0.054391676,0.038942145,-0.002838397,0.006311935,0.015326412,0.012311531,-0.00611902,0.001993946,0.016263971,0.011764255,-0.002616319,0.001905999,1.990465,0.072657186,0.38258354,6.925339,0.17546362,0.9239209,1.684081,0.07946431,0.47404703,6.5881935,0.15064098,0.87433099,1.99851385,0.217885295,0.631754012,5.2030585,-0.201673144,-0.023210222,4.16519481,0.454608657,0.531840373,0.46560991,-0.825134189,-0.462457938,4.12948105,0.361848461,0.400660465,-3.77430733,-0.859907412,-0.711456133,2.240549248,2.243286146,2.246990699,2.2509077,2.226187323,2.217878578,2.216429831,2.191451014,-6,0,0,0,0.374165739,0.81240384,0.81240384,0.81240384,1.1,2.29666519,2.293583513,2.290034611,2.28427278,2.247089056,2.236007926,2.229169703,2.209488205,200,4
40339.38889,2.475235223,298.7,161,564,0.530199698,3.389999998,827,0.394451681,-0.005261445,-0.012845045,0.012202399,-0.030875783,0.025614338,0.09843824,0.11928612,0.12833414,0.122491496,0.189165258,0,0,0.003579026,0.010799011,0.11310259,0.478532785,15.061871,14.893949,14.2326166,14.6339735,16.22055121,15.14926775,14.69736482,14.63018398,0.506124037,0.667006715,1.720430474,1.732989335,1.718368164,1.623637706,13.624221,13.624221,13.921888,14.309606,14.944705,15.4525029,15.7417355,15.5374593,0.297667,0.441798512,0.816113346,0.784018439,0.822454242,0.798644742,-0.03611565,-0.01273816,0.002412611,-0.002235073,-0.03551268,-0.009924972,0.006475296,-0.001425733,-0.017863704,-0.001087114,0.014709624,-0.000186116,0.000477217,0.008086397,0.026289126,0.001293519,0.032784999,0.025156071,0.035760145,0.004064649,0.070630109,0.053812963,0.022252533,0.008715727,0.048593774,0.035224714,0.010685981,0.005705441,0.011566133,0.009417807,0.002359513,0.001519522,-3.95027,-0.09781312,-0.99364958,1.58282,-0.01107616,-0.11251891,-4.361582,-0.11626768,-0.97751563,2.287474,0.013745658,0.08134983,-2.790761615,-0.072247236,-0.575641032,3.78850363,0.083629174,0.6230248,-0.924495866,-0.028601312,-0.219544869,4.33032769,0.099273731,0.80355089,1.322964628,0.049654243,0.121444683,5.978184829,0.152183195,0.809744575,2.292256071,2.290034611,2.281033367,2.271609301,2.255344881,2.241969612,2.230831953,2.215214429,5,0,0,0,0,0,0.81240384,0.81240384,1.039230485,2.309630167,2.311753861,2.314077992,2.314499228,2.318397279,2.279415966,2.262474821,2.236486876,214,0
40343.36528,0.929418926,8.5,165,343,0.559906625,3.63,820,0.416640507,0.009759501,0.008506933,0.020953445,-0.003197256,-0.002606241,0.1022517,0.082820847,0.05605181,0.051856927,0.107539706,0.5746906,0.7746567,0.886092577,0.943046288,0.890402353,0.937006658,15.270371,15.327353,15.25392,15.1817336,15.6950516,15.16694474,15.29778584,15.2673199,0.066762512,0.200632798,0.741658569,0.749734932,0.809121175,1.23975679,16.019785,16.019785,16.064723,16.120212,15.93848794,15.46876378,15.51369429,15.3458222,0.044938,0.065145243,0.390792048,0.5508369,0.478321618,0.60884513,-0.059411194,-0.013369018,-0.009429734,-0.002072406,-0.049756608,-0.010515337,-0.004427246,-0.001774109,-0.02255249,-0.001282075,0.004606819,-0.000242375,0.001288316,0.002699656,0.001560011,0.000459292,-0.012282334,-0.00805048,-0.012232953,-0.001316995,-0.047095663,-0.029141852,-0.016032188,-0.004725828,-0.022703775,-0.00995848,-0.008482772,-0.001631929,-0.006508613,-0.000371758,-0.000604309,-7.37E-05,-4.85101,-0.1019516,-0.99706476,0.07002133,-0.007828672,-0.076562759,-4.4438622,-0.082039742,-0.988577255,0.28043596,0.002378863,0.060996101,-3.25358085,-0.046586777,-0.745963715,1.21418285,0.019847396,0.495989235,-0.977726975,-0.018500793,-0.256720302,0.598472979,-0.007250247,-0.029456452,-0.974520212,-0.069513651,-0.482285954,-0.94450572,-0.058272821,-0.364069611,2.334453751,2.335457901,2.338854746,2.340602732,2.341276211,2.332074712,2.31670404,2.296884476,-5,0,0,0,0.509901951,0.529150262,0.538516481,0.6164414,0.860232527,2.474216264,2.475671188,2.487421211,2.499370867,2.510464578,2.544043227,2.555460843,2.471037809,350,-25
40344.36111,1.198657087,15.8,166,380,0.553883027,3.580000003,813,-0.070581074,0.014709011,0.010859044,0.023622824,-0.001450128,0.00898202,0.23710074,0.23252422,0.257521905,0.350031992,0.359953562,1,1,1,0.940014912,0.934609159,0.912505756,15.665529,15.51897,15.413654,15.1401676,15.0126055,15.35382855,15.11549833,15.0152278,0.139567334,0.311679319,0.261675904,0.65245615,0.634707181,0.847047347,15.339111,15.339111,15.323746,15.33072,15.5202998,15.72939384,15.48594244,15.46094115,0.0153645,0.024656035,0.203244873,0.375145027,0.46544663,0.454315968,-0.018372154,-0.018773627,-0.021009846,-0.003340082,-0.02148715,-0.020336488,-0.019362964,-0.003563658,-0.032632816,-0.027751335,-0.018789232,-0.004513556,-0.053566449,-0.042369945,-0.017315585,-0.006929893,-0.068948165,-0.049116703,-0.018070287,-0.007982879,-0.04061525,-0.028583592,-0.01515162,-0.004649937,-0.054379831,-0.035800136,-0.016711555,-0.005811511,-0.027459012,-0.015534072,-0.011582256,-0.002531341,0.325764,-0.16793186,-0.7082722,-4.00315,-0.16737876,-0.70593944,0.177054035,-0.16680783,-0.717561075,-3.8690114,-0.16196618,-0.69636787,-0.24048424,-0.18458996,-0.717343195,-3.41496272,-0.179537597,-0.696611303,-2.709117028,-0.262468749,-0.741926893,-1.562723687,-0.231001579,-0.668980873,-4.812144356,-0.289700001,-0.805696359,-1.164471143,-0.209155094,-0.574129447,2.315970345,2.317227349,2.317645543,2.32170197,2.327747071,2.334554271,2.330494942,2.311096626,-5,0,0,0,0,0.141421356,0.547722558,0.556776436,0.871779789,2.418301291,2.418301291,2.422097163,2.428669231,2.444388346,2.480969377,2.515131732,2.489705419,299,0
40346.36111,3.383743576,2419.6,168,394,1.671172843,46.90000003,413,1.587710965,0.000200025,0.007394791,0.017818177,-0.002942634,-0.009238626,0.0725023,0.068639878,0.086441546,0.078573027,0.112722286,0.025157003,0.283549682,0.601145924,0.587788361,0.789583485,0.880723993,16.291998,15.989422,15.0467744,15.06278633,15.73147942,15.49392381,15.33348438,15.26686852,0.694326791,0.538431199,0.824787747,0.657484722,0.60207737,0.670071482,15.8605175,15.8605175,15.8724538,15.9783069,16.06155381,16.01573253,15.85058827,15.69785848,0.01193625,0.121677365,0.17224261,0.195269988,0.306161708,0.461084696,-0.000440537,-0.002703067,-0.0156796,-0.000233763,-0.001927637,-0.003306315,-0.011020307,-0.00025675,-0.000532858,-0.003165336,-0.006813378,-0.000444006,-0.002565389,-0.008278165,-0.008710516,-0.001317372,-0.01609006,-0.014186119,-0.002816751,-0.002279635,-0.022394301,-0.016936025,-0.005427942,-0.00273617,-0.037912256,-0.027662918,-0.009642057,-0.004485073,-0.041585619,-0.028254491,-0.01219811,-0.004581375,0.30112415,0.0266159,0.36710475,-3.7244719,-0.0674402,-0.93017961,0.51418966,0.030069617,0.4423101,-3.3240971,-0.061434288,-0.892926735,0.517241047,0.062772643,0.696057505,-2.349567453,-0.055143891,-0.666796945,1.154649348,0.024944418,0.281494147,-1.951830135,-0.051220638,-0.685662219,0.242770782,-0.021080855,-0.109822086,0.241820278,0.004074846,-0.146978082,2.953759692,2.954435486,2.958047583,2.965281683,2.996914259,2.947553798,2.820678199,2.68387789,-17,0,0,0,0,0,0.824621125,0.836660027,0.994987437,3.079181246,3.079181246,3.075400956,3.082928915,3.121192032,2.90679388,2.810641745,2.724839267,1540,30
40350.36458,1.792391689,62,172,317,0.511883361,3.25,627,1.1430148,-6.77E-05,-0.0045674,0.006632229,-0.016247094,0.011032679,0.08973811,0.081632667,0.07388181,0.090824756,0.101117366,0,0,0.025286713,0.055090695,0.073740585,0.130547611,17.569084,17.229338,16.55699,16.6770172,17.4470061,17.8930833,18.46159868,17.61011896,0.521284581,0.448274121,0.856112224,1.270823915,1.536546854,1.682881202,14.011031,14.011031,14.4049668,15.4588479,16.16460281,15.89486159,16.00327677,16.21809415,0.393935751,1.146828328,1.171631696,0.900414759,0.885314181,0.821421038,0.070455028,0.04420819,0.005657754,0.006948777,0.075682464,0.045133525,0.005921047,0.007189991,0.079940697,0.046755741,0.020199489,0.007497288,0.088048001,0.049738999,0.023646766,0.008022939,0.066339875,0.035852718,0.002036883,0.005792634,0.049834066,0.030739986,0.016312335,0.00496421,0.061356656,0.03788391,0.020084206,0.006122518,0.048357698,0.02975414,0.011958949,0.004813659,0.56331057,0.0402806,0.44886832,-3.5478517,-0.08018979,-0.89359791,0.34830868,0.042228588,0.52484382,-3.5671008,-0.06948317,-0.84649138,0.968253845,0.056349928,0.772462367,-1.5910909,-0.035095931,-0.472558012,1.929580264,0.070387929,0.784994283,-0.41862983,-0.045479242,-0.482868876,1.499054586,0.03417759,0.377889164,-2.01620362,-0.075247853,-0.709612857,2.862727528,2.862727528,2.86461193,2.866978115,2.870819271,2.878860023,2.886782225,2.918923184,0,0,0,0,0,0,0,0,0.244948974,2.697926445,2.698448538,2.698605044,2.699603612,2.703067723,2.73272418,2.817945954,2.944817641,520,-5
40351.4375,1.588831726,38.8,173,292,0.565847819,3.680000003,274,0.836956737,-0.004797982,-0.005004083,0.00882357,-0.015202841,0.005365361,0.12536067,0.116150988,0.098892001,0.118762668,0.124221346,0.032175906,0.031985106,0.038088991,0.207298743,0.292110876,0.182924821,19.717987,19.384918,18.2246778,18.110099,18.4059121,17.939143,18.03539782,18.18121798,0.898397705,0.694872843,0.74708625,0.938769044,1.130009376,1.368824452,13.647622,13.647622,13.526894,14.137708,15.5758188,15.80754978,15.73665002,16.08312176,0.1207275,0.776060775,1.575404805,1.442833393,1.19417501,1.129099839,0.045743712,0.023403672,0.026607836,0.003703142,0.042463994,0.02421303,0.025245042,0.003765731,0.041041163,0.027779367,0.023941701,0.004487253,0.056538325,0.038280071,0.029692037,0.006158241,0.073158317,0.040448347,0.016162278,0.006535627,0.072827983,0.039250253,0.008606815,0.006343026,0.057796519,0.033969794,0.015073081,0.005490818,0.067301138,0.041345548,0.016168024,0.006689691,3.588189,0.057871219,0.46163776,4.575104,0.11120351,0.88706853,3.25028,0.046061332,0.39096021,4.633584,0.106255682,0.917195275,1.783760125,0.037288692,0.372192775,4.17758555,0.091226831,0.924405077,1.770558296,0.064906564,0.476528618,3.51594337,0.04331262,0.642888429,1.92105994,0.057323328,0.427418899,-0.10185175,-0.037286374,-0.133709402,2.85672889,2.856003454,2.855821905,2.857784651,2.859984437,2.864986646,2.871919532,2.889030955,-20,0,0,0,0.282842712,0.6,0.6,0.6,0.64807407,2.779018972,2.77633791,2.763929389,2.746003313,2.721159097,2.712265737,2.723917634,2.849920376,607,36
40352.42708,2.396024897,248.9,174,321,0.721810615,5.269999997,635,1.271841607,-0.000364949,-0.004123468,0.005906828,-0.009859288,-0.005146302,0.45941958,0.40083584,0.267836615,0.204059301,0.198646471,0.469709,0.31251894,0.618854772,0.309427386,0.154958131,0.223534503,20.419561,19.948914,19.6754963,19.5156887,20.2495934,19.3277527,18.70929315,18.79311635,0.350629879,0.494689416,1.007238381,1.279110506,1.453259664,1.49817632,11.597317,11.597317,11.575831,11.710334,12.7207815,14.1483001,14.77862702,15.21466861,0.021486,0.156738447,1.118978775,1.976060809,1.980550612,1.67697323,0.05845131,0.028742497,0.009738161,0.004660815,0.05423489,0.026431825,0.007242763,0.004243187,0.041522819,0.021619103,0.009858025,0.00347165,0.037049968,0.022718783,0.008693487,0.003645976,0.04875483,0.026527443,0.0154676,0.004283206,0.060956573,0.033487895,0.015814939,0.005409416,0.064803598,0.035009317,0.010893743,0.00565642,0.061067482,0.035806562,0.017980126,0.00578332,7.7277957,0.37819146,0.82319404,-2.3946512,-0.26084012,-0.56776013,6.98381885,0.33068353,0.82529151,-2.8967181,-0.22652946,-0.564694715,5.61203678,0.237005493,0.902196555,-1.07544918,-0.112312308,-0.380074707,4.41685522,0.167584773,0.801458021,-0.822400308,-0.105508269,-0.54133434,4.458517042,0.149951645,0.741705634,-0.153133005,-0.081848969,-0.310091421,2.889581802,2.886603514,2.8753044,2.870403905,2.865968148,2.863062205,2.865439194,2.876900509,52,0,0,0.5,0.5,0.5,0.781024968,0.781024968,0.781024968,2.867585327,2.866405498,2.851784077,2.841966058,2.826035909,2.776657607,2.75513898,2.796790039,743,50
40353.35417,3.383743576,2419.6,175,420,1.53529412,34.3,577,1.811575006,-0.000423273,-0.002094628,0.01854687,-0.010953961,-0.001277779,0.20453289,0.18044523,0.193967525,0.210686026,0.215334477,0.28216276,0.162520489,0.202665514,0.519605723,0.543205628,0.33739297,19.05269,18.81462,18.4764743,18.9639167,19.9986698,20.1006318,19.50542419,18.86048784,0.282739207,0.675602238,1.296015518,1.174377636,1.335228215,1.529579141,11.368687,11.368687,11.252008,11.52047,11.809212,12.3931409,13.50191,14.45909064,0.1166795,0.390964113,0.538214988,1.026561844,1.962675624,2.002460537,-0.026666923,-0.01087283,0.014412906,-0.002150418,-0.023534177,-0.010277001,0.013666118,-0.001714124,-0.019085992,-0.008814447,0.018911408,-0.001455145,0.010022931,0.004975605,0.02416396,0.000783029,0.025141734,0.01356079,0.023999159,0.002193279,0.036457828,0.019951667,0.020483474,0.003218349,0.049737487,0.027215712,0.018145125,0.004400937,0.049776119,0.028625421,0.017412009,0.004626246,-2.130423,-0.099465405,-0.48630518,8.387467,0.1787186,0.87378903,-1.41875664,-0.094539075,-0.52971609,7.69585825,0.1534242,0.846627795,-1.778561497,-0.134953343,-0.695250768,7.3707477,0.13415152,0.69214655,-0.801081356,-0.021902033,-0.145031091,6.56162838,0.100134888,0.539040918,1.520277018,0.066399038,0.25466616,4.42174946,0.042300093,0.385169618,2.89014146,2.890979597,2.893484346,2.895063248,2.892784471,2.878494795,2.872714376,2.875258099,-11,0,0,0,0.282842712,0.282842712,0.574456265,0.830662386,0.830662386,2.875755579,2.875292825,2.866730271,2.859234396,2.856487213,2.837840231,2.799652716,2.775941594,754,39
40357.36458,1.57863921,37.9,179,552,0.876217841,7.520000007,715,0.891537458,-0.008627431,-0.005098856,0.007804687,-0.014218601,-0.001094423,0.18164805,0.17828992,0.15722722,0.127799367,0.176848483,0.031934496,0.032048536,0.115646678,0.080924084,0.252554042,0.337875124,19.218382,19.15822,19.032552,19.2757448,19.5338138,18.8264365,19.08770035,19.27804652,0.167493926,0.303410183,0.844720216,1.252677109,1.212462185,1.301903375,8.111714,8.111714,8.391987,9.1611792,11.331309,12.2241092,12.1374377,12.5372772,0.28027299,0.826318395,2.498344112,2.057695185,1.901254752,1.839539471,0.049491279,0.034979253,0.027103559,0.005722557,0.050627885,0.035917642,0.02467481,0.00592613,0.059671517,0.037635788,0.027879412,0.006072124,0.059610223,0.036100763,0.029286209,0.005862743,0.05548019,0.024290086,0.036050285,0.003931695,0.016507495,0.005318015,0.012102713,0.000861521,0.036145296,0.018094711,0.014493495,0.002926822,0.02850932,0.01394272,0.0133155,0.002255625,0.9632531,0.031910767,0.1756736,7.099134,0.17882314,0.98444847,0.91838737,0.040070748,0.2256926,6.6804218,0.17348732,0.97284444,1.89928854,0.06600429,0.435770945,5.7092099,0.14008573,0.884032107,2.224916462,0.072476031,0.626100553,4.99860664,0.097770273,0.715555983,3.319164998,0.119589889,0.690501477,3.697448683,0.011374471,0.221718713,2.860457795,2.861594145,2.863846078,2.866186878,2.867361406,2.856750635,2.858186372,2.870039109,0,0,0,0,0,0.3,0.969535971,0.98488578,1.024695077,2.837272703,2.839792184,2.852199319,2.86645866,2.866901417,2.795321677,2.789929559,2.818466075,818,-55
