surveyDatetime,log_beach_EColi,beach_EColiValue,beach_Sc,beach_WaterTemp,beach_AirTemp,trib_NorthFishCreekAtHwy2_TribSc,trib_SouthFishCreekAtHwy137_TribSc,trib_WhittleseyCreekAtHwy1304026321_TribSc,trib_SouthFishCreekAtHwy137_WaterElevation,beach_LakeshoreCurrVel,beach_NoGeese,beach_NoGulls,beach_PeopleInWater,beach_PeopleOnBeach,beach_WaveHeightManual,Whittlesey_Discharge_Diff_6,HeightAboveSeaLevel_Mean_1,HeightAboveSeaLevel_Mean_2,HeightAboveSeaLevel_Mean_6,HeightAboveSeaLevel_Mean_12,HeightAboveSeaLevel_Mean_24,HeightAboveSeaLevel_Diff_24,AirTemperature_Mean_1,AirTemperature_Mean_2,AirTemperature_Mean_6,AirTemperature_Mean_12,AirTemperature_Mean_24,AirTemperature_Mean_48,AirTemperature_Mean_72,AirTemperature_Mean_120,CloudCover_Mean_1,CloudCover_Mean_2,CloudCover_Mean_6,CloudCover_Mean_12,CloudCover_Mean_24,Wind_Mean_1_perp,Wind_Mean_2_perp,Wind_Mean_6_perp,Wind_Mean_12_perp,Wind_Mean_24_perp,Wind_Mean_1_par,Wind_Mean_2_par,Wind_Mean_6_par,Wind_Mean_12_par,Wind_Mean_24_par,AirTemperature_StDev_2,AirTemperature_StDev_6,AirTemperature_StDev_12,AirTemperature_StDev_24,AirTemperature_StDev_48,AirTemperature_StDev_72,AirTemperature_StDev_120,Sqrt.Precipitation.over.upload.maslowski.Sum..1hr,Sqrt.Precipitation.over.upload.maslowski.Sum..2hr,Sqrt.Precipitation.over.upload.maslowski.Sum..6hr,Sqrt.Precipitation.over.upload.maslowski.Sum..12hr,Sqrt.Precipitation.over.upload.maslowski.Sum..24hr,Sqrt.Precipitation.over.upload.maslowski.Sum..48hr,Sqrt.Precipitation.over.upload.maslowski.Sum..72hr,Sqrt.Precipitation.over.upload.maslowski.Sum..120hr,Sqrt.Whittlesey_ARF_Sum_1,Sqrt.Whittlesey_ARF_Sum_2,Sqrt.Whittlesey_ARF_Sum_6,Sqrt.Whittlesey_ARF_Sum_12,Sqrt.Whittlesey_ARF_Sum_24,Sqrt.Whittlesey_ARF_Sum_48,Sqrt.Whittlesey_ARF_Sum_72,Sqrt.Whittlesey_ARF_Sum_120,log.Whittlesey_Discharge_Mean_1,log.Whittlesey_Discharge_Mean_2,log.Whittlesey_Discharge_Mean_6,log.Whittlesey_Discharge_Mean_12,log.Whittlesey_Discharge_Mean_24,log.Whittlesey_Discharge_Mean_48,log.Whittlesey_Discharge_Mean_72,log.Whittlesey_Discharge_Mean_120,log.Whittlesey_Discharge_Min_1,log.Whittlesey_Discharge_Min_2,log.Whittlesey_Discharge_Min_6,log.Whittlesey_Discharge_Min_12,log.Whittlesey_Discharge_Min_24,log.Whittlesey_Discharge_Min_48,log.Whittlesey_Discharge_Min_72,log.Whittlesey_Discharge_Min_120,log.Whittlesey_Discharge_Max_24,beach_AlgaeNearshore2,beach_AlgaeNearshore3,beach_AlgaeNearshore4,beach_AlgaeOnBeach2,beach_AlgaeOnBeach3,yday,log.beach_TurbidityBeach,beach_WindVector_perp,beach_WindVector_parl
6/9/2010 10:45,1.075546961,11.9,97.3,18,18,145.7,244.7,98,2.5,4.6,15,9,0,0,0.25,-2,-0.004282733,0.00102354,-0.014329413,-0.001669886,0.001210176,-0.031236143,11.377149,11.57606,11.076495,10.69845946,10.4181799,11.85451289,11.17599535,11.06266675,0.77486324,0.67903357,0.416841797,0.574542307,0.739150151,2.565017,3.091147,4.57011887,4.21663562,3.95782772,-6.177679,-6.092129,-4.07651592,-3.12508783,-0.21508145,0.1989105,0.550012191,0.563876284,0.557987536,2.767366992,2.768767176,2.463538182,0,0,0,0.13137405,4.978413515,5.044681495,5.044681495,5.301061362,0.09999161,0.09999161,0.09999161,0.09999161,1.014888602,1.048808169,1.048808169,1.118034042,1.380211242,1.385606274,1.401055726,1.388101202,1.370142847,1.305910003,1.283504757,1.278433477,1.380211242,1.380211242,1.380211242,1.361727836,1.230448921,1.230448921,1.230448921,1.230448921,1.431363764,0,0,0,0,0,160,0.158362492,1.97576746633693,3.47797971802088
6/10/2010 10:20,1.385606274,24.3,114.7,17.9,15.9,134.6,267.7,99.3,2.33,1.04,0,30,0,0,0.5,0,0.06386909,0.028191124,-0.00183093,0.00258185,0.00071987,0.025143062,12.932144,12.774819,10.877538,10.2470036,11.8250139,11.1215969,11.84467989,11.08379855,0.1981048,0.3180661,0.354016378,0.220434883,0.456197135,-2.306752,-1.9682657,1.0607918,1.80220243,0.940139972,0.3026268,-0.0681783,-0.493026588,-2.026336744,-3.913965105,0.157325,1.85325104,1.507536896,2.093873452,1.686008167,2.56265008,2.456797237,0,0,0,0,1.116418161,5.102057491,5.166739872,5.373811813,0,0,0,0,0,1.029562802,1.048808169,1.099999635,1.278753601,1.278753601,1.278753601,1.28510703,1.312600439,1.341157437,1.307303451,1.283595183,1.278753601,1.278753601,1.278753601,1.278753601,1.278753601,1.230448921,1.230448921,1.230448921,1.380211242,0,0,0,0,0,161,0.672097858,0.866491897202686,-4.72114305990425
6/11/2010 10:27,1.877371346,75.4,140,15.9,14.3,122.3,158.8,88.3,3.67,5.49,2,6,0,0,1,10,0.035941478,0.034939396,0.000280868,0.004705903,0.005230801,0.015500303,11.320089,10.72491,10.845321,10.3082873,11.1252219,11.47511789,11.12280522,11.29564436,0.97054225,0.985271125,0.956144488,0.944689874,0.770027104,-2.639321,-0.72771885,-1.4922164,-0.84999094,-1.963343812,4.108212,4.01518,3.35854657,3.17319316,3.06150363,0.5951795,0.886708904,0.829594661,1.222549427,1.749826788,1.547027574,2.417824301,2.678636892,3.636537722,3.860103846,3.860103846,3.860103846,4.018307008,6.397764636,6.449465296,0.556777694,0.848528893,0.94339884,0.94339884,0.94339884,0.94339884,1.38924457,1.41067358,1.383815366,1.338456494,1.284430734,1.269979677,1.263636069,1.28867392,1.316892504,1.285219643,1.322219295,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.230448921,1.230448921,1.447158031,0,0,0,0,0,162,0.712649702,1.15532252960358,-6.29485741320567
6/12/2010 14:10,2.991403303,980.4,166.7,16.3,13.3,163.8,188.5,125.7,4.5,3.56,0,0,0,10,0.58,-4,-0.05074597,-0.02938526,0.0016384,-0.002992668,0.007613847,-0.020545224,10.858103,10.9402558,10.4693352,10.02297546,10.06384331,10.49390065,10.92526423,11.18933728,0.8839429,0.91889835,0.963732765,0.981866383,0.98764536,-3.3849291,-2.82925,-2.76221032,-3.0469024,-4.15288353,1.5795587,1.3016598,1.07272245,1.501540838,2.640150998,0.08215275,0.509980799,0.583021226,0.695320335,1.0034369,1.557881093,2.01413913,0,0,0,0.217810872,0.684540415,5.019957032,5.132776043,7.203830196,0,0,0,0.10000115,0.387297862,1.240967787,1.240967787,1.624807565,1.51851394,1.525044807,1.544192111,1.587710965,1.800318334,1.630366846,1.544725193,1.466763852,1.51851394,1.51851394,1.51851394,1.51851394,1.51851394,1.255272505,1.255272505,1.230448921,2.089905111,0,0,0,0,0,163,1.346352974,5.50901915903661,-6.47307561406227
6/21/2010 9:57,0.934498451,8.6,121.5,21.7,20.2,132.6,242.7,104.3,2.05,0.87,0,0,4,7,0,0,0.003157733,0.010735709,0.012753152,0.003998491,-0.000204677,0.019392983,15.924534,15.848657,13.7659129,13.03297404,15.31361381,14.23889744,14.79627594,14.67591814,0,0,0.05302146,0.100980172,0.133265351,-0.7690186,-0.82857975,1.00503028,1.969284791,0.561853581,0.6949145,0.4607533,0.516516072,0.41600628,0.92993891,0.075877,1.90747294,1.568737358,3.022393739,2.67081456,2.522950281,2.223985088,0,0,0,0,0,0,0,1.461685318,0,0,0,0,0,0,0,0.244947897,1.278753601,1.276461804,1.27600199,1.26904571,1.265525335,1.26927939,1.272445019,1.28010011,1.278753601,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.278753601,0,0,0,1,0,172,0.630427875,2.95071441244016,0.541557435751677
6/22/2010 9:38,2.314709693,206.4,130.4,20.8,19.2,121.3,136.5,92.6,5.1,1.33,15,5,0,0,0.17,-7,-0.032907084,-0.008552554,0.004776036,0.005537934,0.002226656,0.010539696,15.598572,15.635179,13.207608,12.70612588,13.93370877,14.62366129,14.13716788,14.74259132,0.9890136,0.689747535,0.71634555,0.72508978,0.702875125,-0.9728082,-1.0750891,1.0696745,1.75967269,0.03269138,-0.8596857,-0.51474735,-0.617213803,-0.291709861,-0.020868451,0.036606999,1.723082782,1.334340907,1.868248428,2.605502357,2.437139473,2.203447077,0,0,0.216346858,0.216346858,5.541832821,5.541832821,5.541832821,5.731355423,0,0,0,0,1.118033946,1.118033946,1.118033946,1.140175051,1.474216264,1.480006943,1.506505032,1.574956776,1.510410948,1.405021756,1.365300749,1.333286022,1.462397998,1.462397998,1.462397998,1.462397998,1.255272505,1.255272505,1.255272505,1.255272505,1.755874856,0,0,0,1,0,173,0.85308953,1.89321364762921,-1.30604061362213
6/23/2010 9:40,2.031812271,107.6,136.8,22.4,22.6,122.4,140.6,100.9,3.35,2.5,0,70,0,0,0,-1,0.007341159,-0.00527324,0.009441068,0.002500064,0.001434272,0.009312084,14.023369,14.182596,13.916374,14.03167196,15.0604059,14.49705733,14.76924283,14.6765885,0.7753331,0.8369124,0.754769567,0.485101356,0.361002464,4.5939989,4.3497878,2.97653357,2.48722372,0.354099105,-0.91017977,-1.11838758,-0.428394305,-0.694247977,-0.141835188,0.159227,0.310798146,0.451351493,1.442724642,1.76160861,2.293897946,2.254320398,0,0,0.522651582,1.607586849,2.131100555,5.93746584,5.93746584,5.93746584,0,0,0,0,0,1.118033946,1.118033946,1.118033946,1.322219295,1.324282455,1.336059278,1.347134783,1.384353414,1.452246575,1.3984782,1.353473829,1.322219295,1.322219295,1.322219295,1.322219295,1.322219295,1.255272505,1.255272505,1.255272505,1.462397998,0,0,0,1,0,174,0.851258349,0,0
7/6/2010 9:50,1.561101384,36.4,103.6,21.2,23.2,134.7,253.4,103.7,2.35,3.61,0,0,0,0,0.04,0,0.009317415,0.00846618,-0.000255324,0.000610699,0.002781249,-0.023626609,17.100407,16.914388,16.9599542,16.9061331,18.4914337,18.4328663,18.57523329,17.82183448,0.71473324,0.67499584,0.70939028,0.700547756,0.455669055,1.7683451,-0.54444885,0.26618032,0.974012058,-0.865235421,2.4856775,1.0456485,-1.21845358,-0.498217096,0.137433625,0.1860185,0.669918237,0.5083555,1.901056039,1.471456484,1.392018774,1.727595358,0,0,1.489863383,2.428238298,3.894955371,3.998202401,3.998202401,3.998202401,0,0,0.264574568,0.447214472,0.632455251,0.64807415,0.64807415,0.64807415,1.278753601,1.278753601,1.284656283,1.280122896,1.272769587,1.267828542,1.264440011,1.265713811,1.278753601,1.278753601,1.278753601,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.301029996,0,0,0,0,0,187,-1.15490196,0,0
7/7/2010 9:45,1.758154622,57.3,108.5,23,23.6,167.9,268.7,139.7,2.2,2.75,50,55,0,0,0.08,0,-0.009113477,0.007954892,-0.002553578,0.00035826,-8.6e-06,-0.02556302,20.815706,19.170139,17.2389737,17.3004586,19.7038184,19.097626,18.85651697,18.56252462,0,0.015918358,0.145076926,0.115936681,0.203635155,-1.088015,-1.3406047,1.82525603,2.58912001,1.001038805,1.041045,1.3435798,-0.605277975,-0.923243736,-1.015777059,1.645567,1.687169097,1.265241715,3.105650205,2.645185773,2.239963621,2.00412207,0,0,0,0,0,3.894955371,3.998202401,3.998202401,0,0,0,0,0,0.632455251,0.64807415,0.64807415,1.255272505,1.255272505,1.255272505,1.255272505,1.257678575,1.265289626,1.264510876,1.263186157,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.278753601,0,0,0,0,0,188,-0.13667714,2.95071441244016,0.541557435751677
7/8/2010 9:42,0.799340549,6.3,112.7,23.3,28.3,168.2,271.8,134.1,2.1,7.33,0,50,0,1,0,0,0.020382237,0.005703207,7.83e-07,0.000572951,0.001678809,0.004890279,18.104738,17.469358,16.33689,16.4192312,18.4156095,19.059714,18.87028721,18.76902556,0,0.14740344,0.334427385,0.356400673,0.19034371,0.82893556,1.54939698,2.602663577,2.611884605,0.295855094,-2.6538599,-2.5716324,-1.8893594,-1.661439072,-0.229155347,0.6353805,0.898403335,0.664177633,2.247862266,2.786367614,2.540144221,2.079543391,0,0,0,0,0,0,3.894955371,3.998202401,0,0,0,0,0,0,0.632455251,0.64807415,1.255272505,1.255272505,1.255272505,1.255272505,1.255513713,1.256645598,1.262023705,1.261334254,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.255272505,1.278753601,0,0,0,0,0,189,-0.075720714,-1.81090001077577,1.24925623911682
